experiment,version,subjID,completed,system,day,overall_block,block,domain_type,response_type,motor_time_type,motor_condition,time_condition,mean_accuracy,mean_confidence,median_confidence,mean_total_RT,mean_log_RT,sensitivity,criterion,metad,efficiency,m_difference,include_block
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,1,2,2,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.74,2.48,3,1.26214761000127,0.0805470101020263,1.8008396547169,0.850266243893718,-0.453716433878018,-0.266327389455297,-2.15732053860783,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,3,8,2,perception,confidence_then_decision,MR_TC,randomised,constrained,0.693877551020408,2.22448979591837,2,1.80726405917619,0.248260443840637,1.04229212591599,-0.235971234612866,0.249683381060975,0.245228587084593,-0.768482502571693,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,2,6,3,perception,decision_and_confidence,MR_TC,randomised,constrained,0.893617021276596,2.68085106382979,3,1.91529598298106,0.270875953641393,2.50904482827539,-0.116998058665137,0.295719024271527,0.122240556078772,-2.12343738140586,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,1,1,1,perception,decision_then_confidence,MR_TC,randomised,constrained,0.724489795918367,1.92857142857143,2,1.82292056225753,0.251622997006912,1.29984281736077,0.417649115197758,0.369010515236639,0.291943695496165,-0.8949678508983,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,3,7,1,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.649484536082474,2.44329896907217,2,2.00765477217609,0.281682061351637,0.802729576176394,0.273124962107885,0.550938953283454,0.702565790726875,-0.233242344119957,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,2,5,2,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.739130434782609,2.08695652173913,2,2.37034173804821,0.34570503712365,1.29528453966071,-0.0648007625591364,0.618533001748028,0.489743091273201,-0.644441428662022,1
報告順序と知覚メタ認知: 1.0,experiment1,003_KS,1,booth 9,1,3,3,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.842105263157895,2.43157894736842,2,2.08097269053718,0.293339492450325,2.05821354612685,0.216888971563512,0.150630091352656,0.0755361069779858,-1.84351677931617,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,3,7,1,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.82,1.26,1,1.12775814199997,0.0408769227721054,2.68480666729203,-0.983944540394823,0.845027076072229,0.314733234717047,-1.83987233352437,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,2,5,2,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.69,1.07,1,0.860743068000302,-0.0834499493674088,2.02086708594144,-1.31591433107012,0.934457875941754,0.459314565774443,-1.10000378839972,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,1,3,3,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.66,1.39,1,1.18794137400109,0.06346208379322,1.64128578119042,-1.23310602003661,1.03586899720577,0.697275975992105,-0.449724989783249,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,3,8,2,perception,confidence_then_decision,MR_TC,randomised,constrained,0.82,1.29,1,1.50008108200007,0.174184144947032,2.68480666729203,-0.983944540394823,0.661649989325286,0.246433809386065,-2.02324942027132,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,2,6,3,perception,decision_and_confidence,MR_TC,randomised,constrained,0.6,1.03,1,1.17124845598359,0.058674349177358,1.48472664046793,-1.58398455380688,-0.865850727094099,-0.572283002964266,-2.37882721356886,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,1,1,1,perception,decision_then_confidence,MR_TC,randomised,constrained,0.717171717171717,1.88888888888889,2,1.77158152726432,0.244066319021721,1.15833225322721,-0.111467327499099,1.36483013202177,1.20531651768312,0.232488450813197,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,3,9,3,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.7,1.05,1,1.52679243699993,0.175740594824274,1.85185543148997,-1.12782119488684,-0.333446127342334,-0.19711554112229,-2.02507391804741,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,2,4,1,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.66,1.02,1,1.46522614901885,0.150382849401925,1.39222727800098,-1.05457243225168,0.122170274322577,0.0937389009390112,-1.18113361657821,1
報告順序と知覚メタ認知: 1.0,experiment1,004_TM,1,booth 8,1,2,2,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.64,1.26,1,1.85001427401789,0.259453441255009,0.878425861673105,-0.641106409978403,0.896727079333808,1.05342483668046,0.0454778509981946,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,3,9,3,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.67,3.74,4,1.00259281199193,-0.0217771143610308,1.91388474459944,-1.36940550174112,0.589382241717307,0.305402724161724,-1.34047035974542,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,2,4,1,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.6,3.86,4,0.823292715994176,-0.127634644920117,0.635999089958559,-0.676458338230474,1.07722645059277,1.74791927877787,0.460935719280533,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,1,2,2,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.77,3.43,4,1.22466955301352,0.0680281873479351,2.42678159455231,-1.11295707676469,1.40813030876379,0.578947014248963,-1.02409625792899,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,3,7,1,perception,confidence_then_decision,MR_TC,randomised,constrained,0.8,3.65,4,1.35649186199298,0.127751251048385,1.96723672403826,-0.571155232577724,0.955862938202611,0.505745568004353,-0.934144604472254,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,2,5,2,perception,decision_and_confidence,MR_TC,randomised,constrained,0.585858585858586,3.71717171717172,4,1.50126265555695,0.165373248052536,0.487018385843556,-0.528684021266907,-0.448285171603087,-0.944827331462434,-0.922747707428777,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,1,3,3,perception,decision_then_confidence,MR_TC,randomised,constrained,0.707070707070707,2.92929292929293,3,1.412113462603,0.146147506972677,1.37949093118638,-0.715326094716443,0.621499610723877,0.468478814670368,-0.705133720948074,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,3,8,2,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.67,3.65,4,1.60484397500753,0.195215783893478,1.91388474459944,-1.36940550174112,0.840856962586967,0.435710458897038,-1.08899563887576,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,2,6,3,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.59,3.63,4,1.61477256701328,0.180402453481435,0.761726154916716,-1.02420848285127,0.718672087109779,0.994291717656376,-0.00412593518869242,1
報告順序と知覚メタ認知: 1.0,experiment1,005_MT,1,booth 9,1,1,1,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.6,2.52,3,1.80846649600891,0.240702905308602,0.635999089958559,-0.676458338230474,0.850220305822689,1.3795766553431,0.233929574510452,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,3,7,1,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.85,1.7,2,0.892228764001338,-0.0704888793845729,2.12317279911752,0.219965165985843,1.88726924536785,0.916651864136246,-0.171603178511643,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,2,5,2,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.74,1.63,2,0.632317339000219,-0.224105621181135,1.35291667646095,0.31799954497928,1.59006670006752,1.20591847467939,0.271514299176358,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,1,3,3,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.72,1.59,1.5,1.19461413800002,0.0508450576012275,1.18465634363009,-0.17986504237364,2.01499804435091,1.74052200029248,0.857300500733361,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,3,9,3,perception,confidence_then_decision,MR_TC,randomised,constrained,0.62,1.27,1,1.12880238599973,0.037015909116606,0.610961576198795,-0,0.5110192927997,0.853671056248997,-0.0875945281316343,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,2,4,1,perception,decision_and_confidence,MR_TC,randomised,constrained,0.595959595959596,1.67676767676768,1,1.39262567171696,0.127261295492648,0.515795238468129,0.308051202698798,0.753450830092235,1.49430366263946,0.24923548957612,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,1,2,2,perception,decision_then_confidence,MR_TC,randomised,constrained,0.72,2.09,2,1.68711719100001,0.220293111689559,1.16568301454243,-0,1.59107936264524,1.39550227242481,0.450931192280321,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,3,8,2,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.76,1.43,1,1.34531246600061,0.114391989500615,1.41260512568018,-0,2.52024651399349,1.82627354907131,1.14025252827592,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,2,6,3,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.81,1.53,2,1.22831068800013,0.0699448266533553,1.92947207301767,0.440335523800796,2.88045123990793,1.54459639048715,1.01559433771132,1
報告順序と知覚メタ認知: 1.0,experiment1,006_IE,1,booth 6,1,1,1,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.81,2.16,2,2.13209743500003,0.310953287929779,1.76665109739844,0.111132334510534,1.95654060911059,1.13672847077853,0.235337472735742,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,3,7,1,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.732558139534884,2.2093023255814,2,1.69120806394968,0.190368493289713,1.36357660520037,0.370465922956044,0.335944393722228,0.254395244272337,-0.984616431552441,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,2,6,3,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.75531914893617,1.81914893617021,2,1.0745064744706,-0.00949549300383717,1.40577660291928,0.15436601876154,0.715689979849805,0.522316878785433,-0.654531831695003,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,1,2,2,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.747368421052632,2.02105263157895,2,1.41248805473902,0.118035715992868,1.36119745683186,-0.19182231730126,0.776876942755384,0.585402287200669,-0.550205236014922,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,3,8,2,perception,confidence_then_decision,MR_TC,randomised,constrained,0.69,1.66,2,1.66170921301935,0.216079147441848,1.00180419864411,0.142443306070862,1.12500686208191,1.14792512706768,0.144971809660258,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,2,4,1,perception,decision_and_confidence,MR_TC,randomised,constrained,0.737373737373737,2.02020202020202,2,1.46756350707246,0.15511565894203,1.36549416916009,0.397572256234913,1.02251831026479,0.76970753692985,-0.305932122146632,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,1,3,3,perception,decision_then_confidence,MR_TC,randomised,constrained,0.565656565656566,1.63636363636364,2,1.50002920303189,0.168628956066263,0.364055342791012,0.383921150537357,0.136281084449299,0.383347698848187,-0.219221465478016,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,3,9,3,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.793814432989691,2.09278350515464,2,1.99933514742843,0.287645355189877,2.52141973250534,1.05028147200475,1.37458240556027,0.542794043026093,-1.1578374380639,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,2,5,2,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.772727272727273,1.89772727272727,2,1.86102495681553,0.230483594464385,1.61739737240954,0.398715364017433,0.771663430278015,0.49329222905554,-0.792649536409998,1
報告順序と知覚メタ認知: 1.0,experiment1,007_CC,1,booth 8,1,1,1,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.804597701149425,2.20689655172414,2,2.49578869195478,0.375456818114774,1.71730227265078,0.0498067322119948,0.632738705836366,0.379321020279379,-1.03534366241821,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,2,6,3,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.74,1.88,2,0.793136244004127,-0.133306479450563,1.28669081078583,-0,0.560787104350985,0.44584460449505,-0.697021330913395,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,1,2,2,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.64,1.89,2,1.08671426001238,0.000324098438388214,0.717943917540802,-0.0534911706710038,0.972043389051575,1.38226927966994,0.268820505241499,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,2,5,2,perception,decision_and_confidence,MR_TC,randomised,constrained,0.787878787878788,2.36363636363636,2,1.30010168181469,0.100303312955479,1.60599854195552,-0.112365816865054,1.51605021915037,0.967980841405629,-0.0501483607191195,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,1,1,1,perception,decision_then_confidence,MR_TC,randomised,constrained,0.8,2.31,2,1.39899412600324,0.136814487641191,1.70076044604984,0.144077660184833,2.0622167327475,1.24423412637596,0.404798173787014,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,2,4,1,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.82,2.68,3,1.22359478200786,0.0684843089599035,2.07917410730489,-0.515186540944406,1.75358222581491,0.877121686214043,-0.245664005781496,1
報告順序と知覚メタ認知: 1.0,experiment1,008_RM,0,booth 9,1,3,3,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.69,2.21,2,1.33544471598463,0.111414798520802,0.995304636712621,-0.0851891889149057,0.531846077306481,0.54604877395862,-0.442143981220388,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,3,7,1,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.81,1.97,2,0.553097175998264,-0.271040868553918,1.75698632141573,0.0368719271349499,-0.172954960780157,-0.100995543396008,-1.88545587878594,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,2,6,3,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.73,2.22,2,0.571770243023057,-0.278952258335459,1.22618691266413,0.0302519490608504,-0.0697987337982614,-0.0582151767337291,-1.26877703661291,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,1,2,2,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.76,1.65,2,0.831117386007681,-0.0947210210295151,1.49278247025636,-0.333928105686776,0.559528547388954,0.385072474880934,-0.893518823919427,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,3,9,3,perception,confidence_then_decision,MR_TC,randomised,constrained,0.89,2.61,3,1.18486554099829,0.0684177113932364,2.66605115909498,-0.417660491704678,1.03465623351417,0.406362096643993,-1.51148732184949,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,2,5,2,perception,decision_and_confidence,MR_TC,randomised,constrained,0.75,1.62,2,1.34410266999854,0.116879840432455,1.36602174628096,-0.158610360432437,-0.263320761936529,-0.197399755138965,-1.59726751253486,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,1,1,1,perception,decision_then_confidence,MR_TC,randomised,constrained,0.717171717171717,1.81818181818182,1,1.50003821718168,0.171325419723417,1.35836054131401,-0.602371294887596,0.771418260206347,0.587366767514451,-0.54193193744059,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,3,8,2,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.75,2.01,2,1.18968868599855,0.0709754300105388,1.48046758016549,-0.434753001983346,0.50065698110838,0.348203087766452,-0.937173407817356,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,2,4,1,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.74,1.31,1,1.25244959300151,0.0881107945242264,1.2891440701113,-0.0617305277844357,0.129219518571283,0.102549388540964,-1.13085155946996,1
報告順序と知覚メタ認知: 1.0,experiment1,008_TO,1,booth 8,1,3,3,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.67,1.87,2,1.28734981499379,0.104192408227629,0.923162429685462,-0.310611999345954,0.526249783536291,0.58357513984283,-0.375518896462692,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,3,8,2,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.712765957446808,2.37234042553191,2,1.32475321914783,0.0350809970517546,1.15512922172043,0.203469200662493,1.78749358178397,1.58627065867766,0.660640751212135,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,2,4,1,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.684782608695652,2,2,1.71649415651842,0.174156491899787,0.967935674827982,0.0726657836532199,0.655662905921713,0.693454985607778,-0.289838849101445,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,1,3,3,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.79,2.38,2,1.24289687599521,0.0522043173264226,1.69938730477413,0.325293139679025,-0.0751638216150835,-0.0455075476037021,-1.7268419623411,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,3,7,1,perception,confidence_then_decision,MR_TC,randomised,constrained,0.76,1.89,2,1.50531307300553,0.167629980938134,1.42446274084413,0.129389863150849,2.23602762140823,1.60765116298543,0.845161447893391,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,2,6,3,perception,decision_and_confidence,MR_TC,randomised,constrained,0.717171717171717,1.71717171717172,2,1.41268536768562,0.133362935217563,1.3032266180464,0.523373483042889,-0.17756158046914,-0.140455396167943,-1.44174640578428,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,1,2,2,perception,decision_then_confidence,MR_TC,randomised,constrained,0.74,2.36,2,1.45581004100619,0.156714988788314,1.42833389520189,0.460819844465145,0.254382478490774,0.183431454074331,-1.13241609307641,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,3,9,3,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.864197530864197,2.44444444444444,2,1.78729359625068,0.226567063990539,2.22649290240501,0.195925265583274,1.30160460754643,0.60747910270609,-0.841028121296873,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,2,5,2,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.758620689655172,2.26436781609195,2,2.0639442804794,0.276118531526698,1.40493792719425,0.027979213401042,0.248376025185469,0.181587382559338,-1.11942839869462,1
報告順序と知覚メタ認知: 1.0,experiment1,009_TY,1,booth 9,1,1,1,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.835051546391753,2.8659793814433,3,2.06235281650947,0.285696778067627,1.9718475308928,0.189063026619688,1.41815558828148,0.740572398076398,-0.496789651326519,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,3,9,3,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.8,3.65,4,1.24200736500323,0.0626656171500654,1.70076044604984,-0.144077660184833,1.29286839856983,0.780049427816657,-0.36455016039065,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,2,5,2,perception,decision_and_confidence,MF_TU,fixed,unconstrained,0.676767676767677,2.93939393939394,3,1.38947132929252,0.104035573493165,0.95220558398139,-0.29609042219799,0.515224993077335,0.553912612329828,-0.41493074197667,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,1,1,1,perception,decision_then_confidence,MF_TU,fixed,unconstrained,0.824742268041237,3.48453608247423,4,2.02007370309287,0.285257328752144,1.86827255518105,-0.0469897185716501,0.417739116227313,0.229797073434272,-1.40012179028592,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,3,7,1,perception,confidence_then_decision,MR_TC,randomised,constrained,0.82,3.45,3,1.7128293600044,0.227062547469038,1.88128935490618,0.234342114613001,1.89888977199542,1.03848428375856,0.0703693006765704,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,2,6,3,perception,decision_and_confidence,MR_TC,randomised,constrained,0.79,3.14,3,1.58010330500081,0.183828929403998,1.6138144477616,0.0347140096921147,0.37306515374314,0.236930899805306,-1.20150850486238,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,1,2,2,perception,decision_then_confidence,MR_TC,randomised,constrained,0.727272727272727,3.42424242424242,4,1.7594786949494,0.237264772817172,1.22170677964538,-0.161339824365997,1.54155018442417,1.29141072503935,0.34785544847779,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,3,8,2,perception,confidence_then_decision,MR_TU,randomised,unconstrained,0.686868686868687,3.16161616161616,3,2.11481156565703,0.308184800811733,0.978411951374268,0.0767428462457291,0.898365461458417,0.938436029683501,-0.0589352314416647,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,2,4,1,perception,decision_and_confidence,MR_TU,randomised,unconstrained,0.77,3.43,3,1.62074872500016,0.192128240994969,1.49820659511403,-0.166261790285799,0.775112208272233,0.530251243460907,-0.686670706583635,1
報告順序と知覚メタ認知: 1.0,experiment1,010_SS,1,booth 8,1,3,3,perception,decision_then_confidence,MR_TU,randomised,unconstrained,0.74,3.31,3,2.01032977899988,0.284405404491354,1.29659372689673,0.123896350740322,0.273569037536274,0.215929602856181,-0.993367195002822,1
報告順序と知覚メタ認知: 1.0,experiment1,011_MT,1,booth 8,3,8,2,perception,confidence_then_decision,MF_TU,fixed,unconstrained,0.64,2,2,1.11478432100033,0.0288473817317354,0.726293991849892,0.161253516783095,-0.209077732126466,-0.294046275450248,-0.920114564020775,0
