"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Condition","Training","Dataset","Correct","Correct_label","Difficulty"
"143",1,1,6,0.963305000215769,0.17784500005655,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.82915500015952,0.216054999968037,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,4,1.58323500002734,0.776970000006258,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,4,1.40336499991827,0.332090000156313,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,2.64476500009187,0.558029999956489,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.46461999998428,0.347284999908879,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.22209499985911,0.355069999815896,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.09389000013471,0.34320000000298,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.67279500002041,0.287605000194162,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.51483000000007,0.24347999994643,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,5,2.26437500002794,0.789545000065118,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.01870499993674,0.224129999987781,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.83669500006363,0.37036499986425,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.812815000070259,0.434159999946132,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,2.2141249999404,0.300289999926463,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,5,1.82177999988198,0.794125000014901,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,4,2.01423000008799,0.553739999886602,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.21852999995463,0.31277499999851,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,2.12006500014104,0.309470000211149,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,2.06071999995038,0.343630000017583,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,0.861849999986589,0.544239999959245,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.834009999874979,0.492889999877661,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.0926000000909,0.348424999974668,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.838370000012219,0.21377499983646,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.63323500007391,0.204075000016019,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.749740000115708,0.201665000058711,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,4,0.851829999824986,0.677619999973103,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.535094999941066,0.245459999889135,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,1,NA,4.77730000019073,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,2.6112949999515,0.732175000011921,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,5,1.47749499999918,0.52339500002563,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.91315499995835,0.546570000005886,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.20595000009052,0.440780000062659,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.856039999984205,0.438889999873936,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.785405000206083,0.210745000047609,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,2.22288500005379,0.37737000011839,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.814909999957308,0.376664999872446,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,4,0.92284999997355,0.818105000071228,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,1.76303000003099,0.113464999943972,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.33755999989808,0.228289999999106,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.39426500000991,0.669135000091046,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.947644999949262,0.260079999919981,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.724644999951124,0.224105000030249,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.14008499984629,0.378454999998212,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.797774999868125,0.262765000108629,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.2179199999664,0.287040000082925,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.21860000002198,0.544174999929965,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,2.32542999996804,0.626999999862164,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,0.717380000045523,0.208315000170842,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,1,2.07996000000276,2.0290850000456,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,2.4179249999579,0.608065000036731,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.894879999803379,0.30940999998711,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,3.15861999988556,0.412509999936447,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,4,3.00044499989599,0.624695000005886,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.829879999859259,0.290599999949336,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.802350000012666,0.220680000027642,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.61911000008695,0.171594999963418,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,3.01561499992386,0.165719999931753,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,1.25955000007525,0.364934999961406,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,1.41894500004128,0.783189999870956,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,1.40598000003956,0.272319999989122,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.06217999989167,0.346254999982193,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.49642500001937,0.379299999913201,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.28904499998316,0.29537000018172,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.56350499996915,0.277325000148267,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,2.51420500013046,0.394265000009909,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.21110500022769,0.32035499997437,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.01742499996908,0.362895000027493,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.734305000165477,0.277675000019372,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.958635000046343,0.375900000100955,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.14280500006862,0.354019999969751,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.16700500017032,0.410924999974668,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.73340000002645,0.393629999831319,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.53191000013612,0.39352499996312,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.61308500007726,0.315555000212044,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,1.17153499997221,0.254105000058189,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.916419999906793,0.224210000131279,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.898994999937713,0.300775000127032,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,4,2.67102999985218,1.0255650000181,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.828334999969229,0.24096000008285,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.959640000015497,0.3194450000301,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.743024999974295,0.206565000116825,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.611945000011474,0.190189999993891,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.918860000092536,0.366969999857247,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.659000000217929,0.209789999993518,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,0.628280000062659,0.206595000112429,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.807685000123456,0.364344999892637,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,5,0.607709999894723,0.578639999963343,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.842070000013337,5.00803499994799,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.916429999982938,0.270465000066906,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.539660000009462,0.194849999854341,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,0.322734999936074,0.233299999963492,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,1,0.2453000000678,1.45335999992676,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.663400000194088,0.198314999928698,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.398235000204295,0.295069999992847,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.599709999980405,0.138365000020713,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.361865000100806,0.145714999875054,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.42259500012733,0.197420000098646,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,1,0.405585000058636,0.612570000113919,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.578475000103936,0.38719499995932,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.577999999979511,0.223570000147447,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.323829999892041,0.252199999988079,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,1,0.582345000002533,0.652994999894872,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,0.533210000023246,0.172260000137612,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.479925000108778,0.162255000090227,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,0.479955000104383,0.307825000025332,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.485385000007227,0.161184999858961,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.565064999973401,0.18335000006482,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,1.10628499998711,0.293165000155568,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,0.692345000104979,0.124319999944419,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,1.12034499994479,0.28008499997668,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.836324999807402,0.270034999819472,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,0.657654999988154,0.146440000040457,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.08192999986932,0.0635249998886138,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.59031999995932,0.110469999955967,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.43424999993294,0.0738999999593943,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.72634499985725,0.188899999950081,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.636015000054613,0.249715000158176,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.864694999996573,0.119209999917075,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.857090000063181,0.177980000153184,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.7725700000301,0.0464000001084059,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.14859499991871,0.124665000010282,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,0.967764999950305,0.214819999877363,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.82956500002183,0.133370000170544,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.754659999860451,0.176005000015721,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.816485000075772,0.0723600001074374,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.839565000031143,0.132819999940693,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,0.721214999910444,0.0782800000160933,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.677205000072718,0.0458199998829514,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.532410000218078,0.0971099999733269,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.387690000003204,0.096964999800548,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.270309999817982,1.39512999984436,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,0.399334999965504,0.337539999978617,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,0.378490000031888,0.294095000019297,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,0.428214999847114,0.152054999954998,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.368710000067949,0.157390000065789,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.47065500007011,0.55235999985598,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.718920000130311,0.114534999942407,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.588304999982938,0.129435000009835,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,0,6,0.42659500008449,0.175069999881089,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.360395000083372,0.122310000006109,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.498145000077784,0.102359999902546,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,0.278980000177398,0.124335000058636,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.479074999922886,0.0824049999937415,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,0.778715000022203,0.0918999998830259,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.552034999942407,0.0969249999616295,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,0.357989999931306,0.111615000059828,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.344410000136122,0.0392049998044968,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,2.12872499995865,2.5940399998799,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,2.21738000004552,0.462619999889284,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,3.42308500013314,0.636244999943301,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,2.62465999997221,0.980484999949113,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,2.33646499994211,0.838359999936074,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,5,1.87053499999456,0.544155000010505,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.48277000011876,0.471320000011474,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,0,6,2.10395999997854,0.52511000004597,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.79415500001051,0.360869999974966,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.90521500003524,0.493994999909773,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,0,6,1.38365500001237,0.548854999942705,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.27336500003003,0.303244999842718,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,2.03870499995537,0.400119999889284,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,2.3066800001543,0.566660000011325,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.97336000017822,0.368335000006482,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,0.700299999909475,0.361245000036433,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,1.39883000007831,1.2856300000567,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,2.5702450000681,0.518255000002682,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,1.63111999980174,0.577985000098124,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,3.28700000001118,0.678740000119433,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",0,1,6,2.40845999983139,0.47948500001803,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,3.3253450000193,0.253144999966025,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.67572499997914,0.391035000095144,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,4,1.934104999993,0.577780000166968,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.08048500004224,0.269354999996722,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,1.39778999984264,0.657750000013039,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,1,6,1.24055999983102,0.344899999909103,0.2,"speed",0,"Desender_2022_Exp1",0,"Incorrect",NA
"143",1,1,6,0.779605000047013,0.318780000088736,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.3462100001052,0.361559999873862,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,1.58193000010215,0.23219499993138,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",0,0,6,3.10091500007547,0.619184999959543,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
"143",1,1,6,2.67018000013195,0.359679999994114,0.2,"speed",0,"Desender_2022_Exp1",1,"Correct",NA
