subject_id,Age,Sex,Group,Condition,Stimulus,Response,Accuracy,RT_dec,confidence,conf_rt,type3,type3_rt,attention
1,69,Female,1,0,0,0,1,841,1,1487,1,847,1
1,69,Female,1,0,1,1,1,1435,1,1022,2,623,1
1,69,Female,1,0,1,1,1,2570,1,1135,2,1199,1
1,69,Female,1,0,1,1,1,1106,1,1215,1,623,1
1,69,Female,1,0,1,0,0,1002,1,1055,1,623,1
1,69,Female,1,0,1,0,0,729,1,1326,1,814,1
1,69,Female,1,0,0,0,1,778,1,1119,1,782,1
1,69,Female,1,0,0,0,1,890,2,862,1,735,1
1,69,Female,1,0,1,1,1,1465,1,1198,1,670,1
1,69,Female,1,0,1,1,1,986,1,2030,1,542,1
1,69,Female,1,0,0,0,1,810,2,941,1,926,1
1,69,Female,1,0,1,1,1,937,1,830,1,622,1
1,69,Female,1,0,1,1,1,969,2,2655,1,894,1
1,69,Female,1,0,0,0,1,506,2,1278,1,591,1
1,69,Female,1,0,0,0,1,298,2,1247,1,1199,1
1,69,Female,1,0,1,1,1,938,1,766,1,943,1
1,69,Female,1,0,0,0,1,761,1,2110,1,591,1
1,69,Female,1,0,1,1,1,2522,1,1133,2,1326,1
1,69,Female,1,0,1,1,1,1033,1,1054,1,782,1
1,69,Female,1,0,1,1,1,888,1,815,1,701,1
1,69,Female,1,0,0,0,1,409,1,2942,1,622,1
1,69,Female,1,0,0,0,1,729,2,1631,1,750,1
1,69,Female,1,0,0,0,1,601,2,974,1,750,1
1,69,Female,1,0,0,0,1,650,1,1278,1,1087,1
1,69,Female,1,0,1,1,1,843,1,846,1,863,1
1,69,Female,1,0,0,0,1,136,1,1167,1,559,1
1,69,Female,1,0,1,1,1,1433,1,1006,2,703,1
1,69,Female,1,0,1,0,0,1004,1,974,2,543,1
1,69,Female,1,0,1,0,0,970,1,926,2,751,1
1,69,Female,1,0,0,0,1,1002,1,1023,1,1167,1
1,69,Female,1,0,0,0,1,761,1,943,1,719,1
1,69,Female,1,0,1,1,1,1130,1,767,1,623,1
1,69,Female,1,0,1,1,1,858,1,894,2,927,1
1,69,Female,1,0,0,0,1,506,1,1551,1,990,1
1,69,Female,1,0,0,0,1,1578,2,1327,1,974,1
1,69,Female,1,0,0,0,1,697,2,814,1,846,1
1,69,Female,1,0,1,1,1,1131,1,846,1,830,1
1,69,Female,1,0,0,0,1,523,1,909,1,894,1
1,69,Female,1,0,1,0,0,1353,1,1246,1,1167,1
1,69,Female,1,0,1,1,1,1673,1,926,2,750,1
1,69,Female,1,0,1,1,1,921,1,863,2,847,1
1,69,Female,1,0,1,1,1,889,1,942,1,543,1
1,69,Female,1,0,1,1,1,1339,1,1134,1,863,1
1,69,Female,1,0,0,0,1,1026,1,783,1,815,1
1,69,Female,1,0,1,0,0,330,1,1135,1,863,1
1,69,Female,1,0,0,0,1,682,1,1278,2,751,1
1,69,Female,1,0,1,1,1,1274,1,702,2,654,1
1,69,Female,1,0,1,1,1,970,1,926,1,591,1
1,69,Female,1,0,1,0,0,1161,1,2222,1,1054,1
1,69,Female,1,0,1,1,1,809,1,894,2,750,1
1,69,Female,1,0,1,0,0,1322,1,1037,1,910,1
1,69,Female,1,0,1,0,0,634,1,1950,1,974,1
1,69,Female,1,0,0,0,1,651,2,1519,1,1085,1
1,69,Female,1,0,1,1,1,778,1,894,1,814,1
1,69,Female,1,0,1,1,1,2218,1,734,1,943,1
1,69,Female,1,0,1,1,1,537,1,3198,1,622,1
1,69,Female,1,0,1,1,1,1946,1,1007,1,622,1
1,69,Female,1,0,0,0,1,698,1,1214,1,894,1
1,69,Female,1,0,1,0,0,841,1,1022,2,575,1
1,69,Female,1,0,1,1,1,778,1,2110,1,767,1
1,69,Female,1,0,1,0,0,650,1,2591,1,575,1
1,69,Female,1,0,1,1,1,1051,1,926,1,751,1
1,69,Female,1,0,1,1,1,3546,1,1759,1,462,1
1,69,Female,1,0,0,0,1,538,2,1117,1,782,1
1,69,Female,1,0,1,1,1,729,2,1055,1,974,1
1,69,Female,1,0,1,1,1,1001,1,750,1,784,1
1,69,Female,1,0,0,0,1,1113,1,974,1,671,1
1,69,Female,1,0,0,0,1,282,2,1486,1,782,1
1,69,Female,1,0,0,0,1,683,2,1950,1,847,1
1,69,Female,1,0,0,0,1,650,2,1326,1,831,1
1,69,Female,1,0,1,1,1,682,1,1103,1,702,1
1,69,Female,1,0,1,0,0,1194,1,863,2,735,1
1,69,Female,1,0,1,0,0,1514,1,782,2,815,1
1,69,Female,1,0,1,1,1,2058,1,1533,1,654,1
1,69,Female,1,0,1,1,1,761,1,894,1,1022,1
1,69,Female,1,0,0,0,1,649,1,1679,1,686,1
1,69,Female,1,0,0,0,1,761,1,1486,1,574,1
1,69,Female,1,0,0,0,1,1081,1,1102,1,927,1
1,69,Female,1,0,1,1,1,2730,1,798,1,750,1
1,69,Female,1,0,1,0,0,1002,1,894,2,590,1
1,69,Female,1,0,1,0,0,1659,1,814,1,735,1
1,69,Female,1,0,1,1,1,1625,1,1454,1,702,1
1,69,Female,1,0,1,0,0,1866,1,1519,2,1166,1
1,69,Female,1,0,1,0,0,978,2,2782,1,1087,1
1,69,Female,1,0,1,1,1,1866,1,894,1,831,1
1,69,Female,1,0,0,0,1,521,2,1454,1,654,1
1,69,Female,1,0,0,0,1,1130,1,766,1,591,1
1,69,Female,1,0,1,1,1,1899,1,894,1,703,1
1,69,Female,1,0,1,0,0,586,1,974,1,846,1
1,69,Female,1,0,0,1,0,1242,1,863,1,735,1
1,69,Female,1,0,1,1,1,1402,1,973,2,590,1
1,69,Female,1,0,0,0,1,1898,1,782,2,574,1
1,69,Female,1,0,0,0,1,458,1,1166,1,751,1
1,69,Female,1,0,0,0,1,890,1,1678,1,654,1
1,69,Female,1,0,0,0,1,697,1,734,1,814,1
1,69,Female,1,0,0,0,1,1242,1,1006,1,670,1
1,69,Female,1,0,0,0,1,761,2,1326,1,783,1
1,69,Female,1,0,0,0,1,698,1,846,1,639,1
1,69,Female,1,0,1,1,1,955,1,894,2,863,1
1,69,Female,1,0,1,0,0,3737,1,975,1,703,1
1,69,Female,1,0,0,0,1,699,2,1278,1,783,1
1,69,Female,1,0,0,0,1,1162,2,1247,1,782,1
1,69,Female,1,0,0,0,1,105,2,974,1,703,1
1,69,Female,1,0,1,0,0,1114,1,814,1,702,1
1,69,Female,1,0,1,0,0,617,2,1278,1,958,1
1,69,Female,1,0,1,1,1,874,1,1006,1,702,1
1,69,Female,1,0,1,1,1,1786,1,1022,2,782,1
1,69,Female,1,0,0,0,1,298,2,1358,1,750,1
1,69,Female,1,0,0,0,1,537,2,1278,1,751,1
1,69,Female,1,0,1,1,1,873,2,943,1,783,1
1,69,Female,1,0,1,1,1,1003,2,1054,1,783,1
1,69,Female,1,0,0,0,1,138,2,1487,1,975,1
1,69,Female,1,0,1,0,0,762,2,1183,1,847,1
1,69,Female,1,0,1,0,0,618,2,1294,1,814,1
1,69,Female,1,0,1,1,1,969,1,622,1,1006,1
1,69,Female,1,0,1,0,0,1594,1,894,2,1454,1
1,69,Female,1,0,1,0,0,889,1,974,1,702,1
1,69,Female,1,0,0,0,1,569,1,2431,1,782,1
1,69,Female,1,0,0,0,1,810,1,2142,1,655,1
1,69,Female,1,0,0,0,1,1434,1,750,1,575,1
1,69,Female,1,0,0,0,1,649,1,911,1,575,1
1,69,Female,1,0,0,0,1,810,1,1055,1,895,1
1,69,Female,1,0,0,0,1,714,2,1022,1,574,1
1,69,Female,1,1,1,0,0,1730,2,1166,-1,-1,1
1,69,Female,1,1,0,0,1,970,3,1006,-1,-1,1
1,69,Female,1,1,0,0,1,650,3,1053,-1,-1,1
1,69,Female,1,1,1,1,1,921,2,1022,-1,-1,1
1,69,Female,1,1,1,0,0,2010,2,1886,-1,-1,1
1,69,Female,1,1,0,0,1,730,4,1901,-1,-1,1
1,69,Female,1,1,0,0,1,569,3,1054,-1,-1,1
1,69,Female,1,1,0,0,1,617,3,654,-1,-1,1
1,69,Female,1,1,1,0,0,1242,2,1165,-1,-1,1
1,69,Female,1,1,0,0,1,1514,1,734,-1,-1,1
1,69,Female,1,1,0,0,1,810,2,1294,-1,-1,1
1,69,Female,1,1,0,0,1,1274,3,1006,-1,-1,1
1,69,Female,1,1,0,0,1,1881,2,1247,-1,-1,1
1,69,Female,1,1,1,1,1,1002,2,863,-1,-1,1
1,69,Female,1,1,1,0,0,1163,2,3038,-1,-1,1
1,69,Female,1,1,0,0,1,970,3,1054,-1,-1,1
1,69,Female,1,1,1,0,0,1082,3,1775,-1,-1,1
1,69,Female,1,1,1,1,1,617,2,974,-1,-1,1
1,69,Female,1,1,1,0,0,1001,2,1198,-1,-1,1
1,69,Female,1,1,1,1,1,618,3,654,-1,-1,1
1,69,Female,1,1,0,0,1,521,3,621,-1,-1,1
1,69,Female,1,1,1,0,0,1705,2,1406,-1,-1,1
1,69,Female,1,1,0,0,1,186,3,1326,-1,-1,1
1,69,Female,1,1,1,1,1,890,3,541,-1,-1,1
1,69,Female,1,1,1,1,1,1273,3,702,-1,-1,1
1,69,Female,1,1,0,0,1,761,4,1598,-1,-1,1
1,69,Female,1,1,1,0,0,1003,3,1533,-1,-1,1
1,69,Female,1,1,0,0,1,1513,4,766,-1,-1,1
1,69,Female,1,1,1,0,0,1561,2,846,-1,-1,1
1,69,Female,1,1,1,1,1,2138,2,1021,-1,-1,1
1,69,Female,1,1,1,1,1,986,3,1086,-1,-1,1
1,69,Female,1,1,0,0,1,618,3,894,-1,-1,1
1,69,Female,1,1,0,0,1,1387,3,1646,-1,-1,1
1,69,Female,1,1,1,1,1,601,2,622,-1,-1,1
1,69,Female,1,1,0,0,1,506,4,623,-1,-1,1
1,69,Female,1,1,1,1,1,602,3,782,-1,-1,1
1,69,Female,1,1,0,0,1,618,3,734,-1,-1,1
1,69,Female,1,1,1,1,1,538,4,1278,-1,-1,1
1,69,Female,1,1,1,0,0,1242,1,1358,-1,-1,1
1,69,Female,1,1,0,0,1,970,3,733,-1,-1,1
1,69,Female,1,1,1,0,0,993,1,703,-1,-1,1
1,69,Female,1,1,0,0,1,761,3,895,-1,-1,1
1,69,Female,1,1,0,0,1,713,2,751,-1,-1,1
1,69,Female,1,1,1,1,1,1033,1,862,-1,-1,1
1,69,Female,1,1,1,1,1,1226,2,1327,-1,-1,1
1,69,Female,1,1,1,0,0,1306,1,813,-1,-1,1
1,69,Female,1,1,1,0,0,729,1,782,-1,-1,1
1,69,Female,1,1,0,0,1,2522,3,2464,-1,-1,1
1,69,Female,1,1,0,1,0,2057,2,862,-1,-1,1
1,69,Female,1,1,1,1,1,858,2,1950,-1,-1,1
1,69,Female,1,1,1,1,1,971,2,1470,-1,-1,1
1,69,Female,1,1,1,1,1,938,2,1278,-1,-1,1
