subject_id,Condition,Stimulus,Response,Accuracy,Confidence,stimAngle,RT_dec,RT_conf
1,2,1,0,0,4,-34.30089094,0.67998786,1.464172175
1,2,0,1,0,4,24.9971444,1.889320594,2.289513388
1,2,1,1,1,2,14.23436055,0.664490836,1.368071072
1,2,0,0,1,2,-6.834173825,0.677045945,1.429294738
1,2,0,0,1,3,-14.50758606,0.863061294,1.487734934
1,2,1,0,0,4,-20.42810188,0.711243423,1.239806208
1,2,1,1,1,3,11.18471584,0.569635,1.097636411
1,2,0,0,1,3,-31.94061578,1.312691846,2.176719549
1,2,1,0,0,2,-7.907139555,1.340514941,2.15735699
1,2,1,1,1,3,3.444433926,0.873570167,1.481691774
1,2,0,1,0,2,6.406433978,1.009719697,1.60174075
1,2,0,0,1,3,-0.436779853,2.036166555,3.31599743
1,2,1,0,0,3,-17.01743338,0.881677517,1.505826351
1,2,1,1,1,4,33.87377243,0.697136525,1.480340073
1,2,0,0,1,2,-6.610749524,1.120714607,1.8570838
1,2,0,1,0,3,26.46815086,0.761411765,1.625454187
1,2,0,0,1,3,-28.96182943,1.035793831,1.803818623
1,2,0,0,1,3,-21.28737362,1.55817083,2.19836063
1,2,0,0,1,2,-21.01137343,1.153543784,1.61780024
1,2,0,0,1,3,-9.129601886,1.04394236,1.700178666
1,2,1,0,0,1,-10.3870201,0.995175699,3.059518337
1,2,0,1,0,2,-24.5517861,1.210911648,2.778741733
1,2,1,1,1,3,-35.62510235,0.861475775,1.485346562
1,2,0,1,0,2,-22.28738246,2.037984632,2.581649706
1,2,0,1,0,3,-2.56777857,0.833132547,1.632949144
1,2,0,0,1,2,-10.509012,1.314848154,1.922502265
1,2,1,1,1,2,4.182924668,1.064463091,1.704958833
1,2,0,0,1,2,-9.305800357,0.647467678,1.463474293
1,2,1,1,1,3,10.23278713,0.944660005,1.473203301
1,2,1,1,1,1,-1.821713334,1.081701509,2.281828446
1,2,0,0,1,3,-19.89137562,1.040779704,1.80793299
1,2,0,1,0,2,1.946964312,1.53157244,2.603055595
1,2,1,1,1,2,-0.376587644,0.724744432,1.860766372
1,2,0,1,0,1,-3.075599303,1.534246896,2.622335548
1,2,1,0,0,2,-10.07094648,0.775675809,6.167464743
1,2,0,0,1,3,-9.828766588,0.687370698,2.079249133
1,2,0,1,0,3,6.201684489,1.10292056,2.175516368
1,2,0,0,1,2,-23.2289286,1.371316469,2.090818095
1,2,0,0,1,2,-4.696886544,1.1783019,1.785907751
1,2,1,1,1,3,2.949402651,1.509628644,2.357788308
1,2,0,0,1,3,-8.558264323,0.602444715,1.402181308
1,2,1,1,1,3,0.74570557,1.0932075,1.68542393
1,2,1,0,0,4,-30.1974274,0.548690862,1.125353424
1,2,1,1,1,2,4.616177216,1.420010971,2.043512644
1,2,0,1,0,4,17.88014655,1.005317458,2.252899381
1,2,0,1,0,3,4.53247365,1.845045318,2.437379623
1,2,1,1,1,2,0.411595961,0.614699182,1.509879034
1,1,0,0,1,2,-6.368658357,2.565156526,3.46098758
1,1,0,0,1,2,-0.906252143,0.908069762,1.915662502
1,1,1,1,1,2,0.098903057,1.970093942,2.722264033
1,1,1,1,1,3,-0.770878823,0.535443982,1.511151175
1,1,1,0,0,2,2.732330186,1.581949759,3.182751969
1,1,1,1,1,3,9.922611426,0.560600634,1.08900906
1,1,0,0,1,3,-17.52002184,0.681616197,1.161692937
1,1,0,1,0,3,1.109136722,0.894906665,1.407093463
1,1,1,1,1,2,-3.648386504,2.234474038,2.85810488
1,1,1,1,1,3,8.065708947,1.210052678,1.641467013
1,1,0,0,1,4,-16.9437428,0.763900842,1.324070683
1,1,1,1,1,3,1.057011429,1.562444382,2.394673788
1,1,1,0,0,2,2.748419296,4.285145532,5.22932334
1,1,1,1,1,3,-0.14768409,1.995862847,2.651618107
1,1,1,1,1,3,1.182492328,1.475860023,2.051870558
1,1,1,0,0,2,-6.678461874,1.55572179,2.244121105
1,1,0,0,1,3,-9.158111166,0.7653022,1.277320948
1,1,0,0,1,3,-7.290012946,2.029893785,4.334107109
1,1,1,1,1,2,4.599685618,1.488164281,2.144601943
1,1,1,1,1,3,-1.116640551,1.389918973,1.933892954
1,1,0,1,0,3,6.824454156,1.171202305,1.763295915
1,1,0,0,1,2,-1.559570829,1.632270796,2.208293034
1,1,1,0,0,3,-8.776599995,1.018475669,1.658540133
1,1,0,0,1,2,-5.125158582,0.907512533,1.451936731
1,1,1,1,1,2,-1.512444631,1.284462941,2.740909988
1,1,0,1,0,3,-1.780092738,1.145494521,1.897598527
1,1,0,0,1,2,-3.723789732,0.848869775,1.3926444
1,1,0,0,1,2,-4.074260199,1.148363469,2.748759282
1,1,0,0,1,3,-6.801972078,1.280372789,1.84093927
1,1,1,1,1,3,2.012798519,1.034339282,1.817509525
1,1,1,0,0,2,-6.264024395,1.188308737,1.683678078
1,1,0,0,1,3,1.274041753,1.540146179,2.084169605
1,1,1,1,1,2,-5.541017771,2.514543062,3.50699802
1,1,1,0,0,3,-1.569460059,2.391911337,3.080357684
1,1,1,1,1,3,1.52331297,0.942439094,1.646954902
1,1,0,0,1,2,-0.911490251,2.991885102,3.487387711
1,1,0,1,0,3,-2.859795344,1.557077753,3.029465628
1,1,0,1,0,2,8.029019821,1.038217572,1.534266392
1,1,0,1,0,2,7.331831399,0.59641588,1.780029613
1,1,1,1,1,1,6.158615381,0.671959088,1.392321259
1,1,1,1,1,2,2.950881541,0.572694921,1.724394955
1,1,0,0,1,3,-7.245642279,1.354557347,1.78694383
1,1,1,1,1,2,-0.368022565,1.462060869,2.117869323
1,1,1,0,0,2,-6.035815166,0.803538315,1.428044382
1,1,1,1,1,3,0.152822204,0.494727429,1.118747918
1,1,0,0,1,2,-5.225467418,0.597008964,1.189458591
1,1,0,1,0,3,8.107773759,0.906187669,1.417672202
1,1,1,1,1,3,6.919347705,0.676365294,1.331921882
1,1,0,0,1,2,-2.010063951,1.24994649,1.71384236
1,1,0,1,0,2,-4.156585552,1.024787459,1.489170633
1,2,0,0,1,2,-5.70918875,1.344947036,2.832621856
1,2,1,1,1,3,20.99144665,0.608734725,0.993135914
1,2,0,1,0,4,33.06329781,0.716900782,1.069702726
1,2,0,0,1,3,-1.316038947,0.87051851,1.31881207
1,2,1,1,1,3,22.73947097,0.56517306,1.237459613
1,2,0,1,0,2,5.028958831,0.647467574,1.207201749
1,2,1,1,1,3,17.18563727,0.63485789,1.226443209
1,2,1,1,1,4,25.22934769,0.493943412,1.566007611
1,2,0,1,0,3,15.46857267,0.642434511,1.138400005
1,2,1,1,1,2,7.994719173,0.504390168,1.128535904
1,2,1,0,0,3,1.545521855,1.151271088,2.063224513
1,2,0,0,1,2,-3.119262464,0.527998285,1.391944148
1,2,1,0,0,4,25.14045479,1.11554717,2.635447722
1,2,0,1,0,1,14.68641094,1.444166025,2.180651621
1,2,1,0,0,2,-2.568643485,0.640077905,1.48855057
1,2,1,1,1,1,23.62011016,0.695672407,1.3039047
1,2,1,1,1,1,4.101459618,0.935447714,2.311354894
1,2,1,0,0,2,1.152816529,1.246116195,1.949293204
1,2,0,0,1,2,2.546761976,1.042384387,1.63436453
1,2,0,1,0,3,9.578001843,1.06015093,2.356364897
1,2,0,0,1,3,-17.46454766,1.704732305,2.392742415
1,2,0,0,1,3,-34.17489681,1.435169264,1.947608547
1,2,0,0,1,3,-8.106221592,1.008544699,2.92894777
1,2,1,1,1,3,17.15444593,0.621593986,1.693670006
1,2,0,0,1,2,-5.69703804,1.29346245,2.013013313
1,2,0,1,0,2,21.19542322,0.799389343,1.567377105
1,2,1,1,1,2,1.246064343,1.172397461,2.036050593
1,2,0,1,0,1,7.112786976,1.045487016,2.357290022
1,2,0,0,1,2,-21.32640271,1.70576099,3.162176516
1,2,1,0,0,3,-15.53618677,1.005271747,1.901402486
1,2,1,1,1,2,19.19978975,0.739926618,1.459423658
1,2,0,0,1,4,-32.26737969,0.780919544,1.213520708
1,2,0,0,1,3,-30.61012436,1.104335432,1.552058262
1,2,1,0,0,2,-3.690398864,0.837485455,1.796759851
1,2,1,0,0,1,-19.59416108,0.656392419,1.088993471
1,2,0,1,0,1,2.853773244,0.90483811,1.417224491
1,2,1,0,0,2,2.207622754,0.963590478,1.635887884
1,2,0,1,0,1,-30.48632568,0.837064667,2.420830799
1,2,0,0,1,2,-23.19183326,0.631152107,1.190740112
1,2,0,0,1,3,-24.95736137,0.667016871,1.546478895
1,2,0,1,0,2,-8.4891176,0.992945208,1.712724274
1,2,1,0,0,4,-36.26263682,0.800009219,1.567934622
1,2,1,1,1,3,-5.2982822,0.836604819,1.652351215
1,2,0,0,1,2,-32.24500221,1.300917678,2.116740442
1,2,0,1,0,2,-1.266339613,1.682563625,2.754662283
1,2,0,1,0,2,3.57380064,1.462791483,2.182963411
1,2,0,0,1,2,-4.550842835,0.738003526,2.161479023
1,2,0,0,1,2,-9.025901833,0.845969379,1.406621459
1,2,1,0,0,3,-40.22965516,1.449766938,1.897985719
1,2,1,1,1,2,7.704961454,1.009153949,1.536667289
1,1,1,0,0,2,-2.857860757,1.757986156,2.366779097
1,1,0,0,1,2,-3.992864687,2.546407096,3.026656878
1,1,0,0,1,2,-4.365467462,0.779332379,1.579037393
1,1,0,0,1,3,-9.349484919,4.000225282,4.560217876
1,1,0,0,1,3,1.080319264,1.721307388,2.169461226
1,1,1,1,1,2,3.838534363,0.837142881,1.365145341
1,1,0,0,1,3,-4.50530951,0.866055405,1.31443684
1,1,0,1,0,3,2.952590902,0.68949591,1.169363074
1,1,0,1,0,3,7.069793015,0.614595064,0.998584877
1,1,1,0,0,2,-4.249043595,0.882208358,1.345725592
1,1,1,1,1,2,2.244413718,0.784257161,1.312009665
1,1,1,0,0,2,-4.263766294,0.495375859,0.847174296
1,1,0,1,0,3,2.105005066,0.753039666,1.137231359
1,1,1,1,1,2,5.401002193,0.85533629,1.239585384
1,1,1,0,0,2,-0.703565309,1.002316418,1.46583776
1,1,1,0,0,2,-0.955256939,0.78676318,1.778113629
1,1,0,1,0,3,-6.920223725,0.942782504,1.454263694
1,1,0,1,0,3,3.154876158,1.032118572,1.607643787
1,1,0,1,0,2,-3.891121914,1.579431389,2.203256795
1,1,0,0,1,2,-3.299007103,1.173770605,1.957466192
1,1,0,0,1,1,-9.950492267,1.210140052,2.698357113
1,1,0,1,0,1,-0.524280745,0.832659525,1.617052828
1,1,1,1,1,3,18.54166162,0.802838999,1.155410092
1,1,0,1,0,1,-0.661822247,1.24028457,1.800935742
1,1,1,0,0,1,-6.13681804,1.203087496,1.683517669
1,1,1,1,1,1,3.880714293,0.899158122,1.33105743
1,1,1,0,0,2,-6.214637287,1.040691846,1.50545924
1,1,1,1,1,1,3.291438763,0.504375758,1.032682829
1,1,1,0,0,2,-7.758435413,0.658836977,1.202734619
1,1,1,1,1,2,6.715130886,0.646186403,1.110603189
1,1,1,1,1,3,9.250636984,0.574051095,1.870164873
1,1,1,1,1,3,11.71161765,1.669937179,3.301566965
1,1,1,1,1,3,10.70178069,0.770683554,1.139127822
1,1,0,0,1,1,-6.948553526,1.033372875,1.560922572
1,1,0,0,1,1,0.255976449,0.92607662,1.966513455
1,1,0,0,1,2,3.066587408,1.011686399,1.411101595
1,1,1,0,0,3,-4.044513703,0.494686093,0.958512538
1,1,0,0,1,3,-1.189428544,1.132655852,2.348440727
1,1,1,1,1,3,6.977179339,1.409505616,2.064957543
1,1,0,0,1,2,-10.12912318,0.913263926,1.617357106
1,1,1,0,0,3,-3.317770948,0.72352931,1.283612199
1,1,1,1,1,3,7.069047003,1.571770882,2.163693395
1,1,1,1,1,3,2.362013583,0.70402271,1.552328645
1,1,1,1,1,2,5.546920857,0.645609572,1.173524682
1,1,0,0,1,2,5.785630773,1.306243521,2.778083781
1,1,1,1,1,3,5.292235983,0.845613744,1.564919397
1,1,0,0,1,3,-7.12239507,1.137314435,1.777525809
1,1,1,1,1,2,6.911995597,1.133819914,1.790155918
1,1,1,0,0,3,1.39867254,1.481421168,2.169130153
1,1,1,0,0,2,-2.497368663,0.88517524,1.412848286
1,2,0,1,0,4,30.49317341,0.616946271,1.048973874
1,2,0,0,1,2,-5.757254418,1.138005975,1.634358797
1,2,1,0,0,2,-9.671311247,0.740232978,1.092033475
1,2,0,1,0,2,4.243298037,0.732812247,1.100735499
1,2,0,1,0,3,23.0765039,0.548086641,1.172488429
1,2,1,1,1,2,17.8854151,1.06529076,1.865248239
1,2,0,1,0,3,7.022751766,0.496739194,0.897346048
1,2,0,0,1,2,-5.305430759,0.528599347,0.976764012
1,2,1,1,1,3,4.345585891,0.893785074,1.294361362
1,2,0,1,0,3,8.476334122,0.590573602,1.037833662
1,2,1,0,0,2,3.694339291,1.624372295,2.168144964
1,2,0,0,1,3,-5.841459263,0.819912582,1.588383995
1,2,1,0,0,3,-2.279427208,0.64823771,1.144318867
1,2,0,0,1,4,-19.53871885,0.483950024,0.893803958
1,2,1,1,1,2,2.369022322,0.99120196,1.301473086
1,2,1,0,0,4,-14.19022736,0.910237447,3.037944352
1,2,1,1,1,3,11.67442163,1.077952177,1.493967776
1,2,1,1,1,3,9.04412911,0.590402389,1.10176577
1,2,0,0,1,2,-7.938123786,0.565923246,1.109445562
1,2,1,0,0,4,-33.25648164,0.941266244,1.261362591
1,2,0,0,1,3,-16.39397657,0.574821245,1.663319359
1,2,0,0,1,2,-2.713632457,1.152370535,1.583760384
1,2,1,1,1,3,13.84554086,0.595671215,1.043491644
1,2,1,1,1,4,10.42553917,0.48401952,0.925648981
1,2,1,1,1,3,6.528898579,0.493094927,0.973417401
1,2,0,0,1,4,-36.05957759,1.113853616,1.546597006
1,2,0,0,1,2,-1.0913033,0.703684274,1.440179827
1,2,1,1,1,2,4.839573338,0.490212313,1.130362094
1,2,0,1,0,3,1.533416264,1.200404943,2.160449921
1,2,1,1,1,2,17.97751256,0.972967299,1.580317328
1,2,1,0,0,3,5.651444043,1.808951835,2.384195355
1,2,0,1,0,2,-1.344743162,1.059464029,1.619625279
1,2,0,0,1,2,-13.23257813,0.757938339,1.350176315
1,2,0,0,1,4,-13.00408567,0.56299622,1.075073937
1,2,1,1,1,2,0.317265746,0.620104108,1.196587189
1,2,1,0,0,2,-9.960676791,1.615326994,2.064158961
1,2,1,1,1,2,11.40436078,0.608537883,0.992301047
1,2,1,1,1,3,29.43440371,0.764831005,1.292983322
1,2,0,0,1,3,-17.6135688,1.148368849,2.205145482
1,2,1,1,1,2,-1.827672643,1.094702051,2.198836992
1,2,0,1,0,2,5.811543292,1.71405701,2.145217071
1,2,0,0,1,2,-6.489027264,0.606723523,1.039089504
1,2,1,1,1,3,34.94301779,0.633467452,0.952755735
1,2,0,0,1,4,-37.81895113,0.615285734,0.934367664
1,2,0,0,1,4,-25.80734354,0.613570532,1.109850378
1,2,0,0,1,3,-20.94673746,0.573365793,1.196639925
1,2,0,1,0,3,31.97566733,0.850173086,2.369770604
1,2,1,1,1,2,14.9690178,0.596975137,1.317447109
1,2,1,1,1,3,-0.787773264,0.979680406,1.972494742
1,2,0,0,1,3,-6.660074372,1.064181029,2.535753052
1,1,0,0,1,2,-4.294025218,1.948407604,3.02028298
1,1,0,1,0,3,3.467074229,1.013640474,2.500879794
