subject_id,Condition,Stimulus,Response,Accuracy,Confidence,stimAngle,RT_dec,RT_conf
6,1,1,1,1,3,7.234376097,0.674954137,1.330636538
6,1,0,0,1,4,-10.53386075,1.024631246,1.376600943
6,1,0,0,1,1,-1.674642619,1.966045089,2.286020255
6,1,1,1,1,1,1.066932515,0.692567739,1.060866361
6,1,1,1,1,3,5.830394042,0.654428664,1.022309192
6,1,0,0,1,3,-4.200842585,0.649140362,1.001366769
6,1,1,1,1,3,9.205660968,0.61332751,0.964649345
6,1,0,0,1,3,-3.476138449,0.626475017,0.934247755
6,1,1,0,0,3,-6.402400213,0.560448355,1.408893074
6,1,0,1,0,2,5.972074472,0.52365507,1.292289182
6,1,0,1,0,1,0.245014035,0.923774215,1.23498672
6,1,1,1,1,3,5.792304278,0.893918392,1.486169363
6,1,0,0,1,4,-6.561735562,0.790439699,1.142170314
6,1,1,1,1,4,7.403215475,0.683940111,1.036409044
6,1,1,0,0,4,-11.02427036,0.598976125,0.966529553
6,1,1,1,1,4,8.985864563,0.547484027,0.948318799
6,1,1,1,1,2,2.390298505,0.62582624,1.009118104
6,1,1,0,0,2,-7.287439813,0.556845322,1.261536458
6,1,0,0,1,4,-9.772360781,0.542489831,0.975129551
6,1,1,1,1,3,3.644427483,0.684860368,1.052965601
6,1,1,1,1,2,3.725652006,0.646440922,1.029841769
6,1,1,0,0,2,-3.636438368,0.640947582,1.121034226
6,1,0,0,1,2,-5.118402535,0.567807412,0.98458252
6,1,1,1,1,3,10.79671959,0.565258505,0.884526096
6,1,0,0,1,3,-5.171783893,0.662383313,0.983087862
6,1,1,1,1,2,2.596295428,0.563285791,0.930772765
6,1,1,1,1,2,7.192699204,0.561892258,0.961095936
6,1,1,1,1,2,7.78089472,0.703089018,1.070801446
6,1,1,1,1,1,3.227350352,0.583957243,0.901048531
6,1,1,0,0,2,-7.314878642,0.551562732,0.903535814
6,2,0,0,1,4,-36.83890309,0.575439047,1.071427486
6,2,0,1,0,1,0.516723804,0.888730273,1.201276785
6,2,0,0,1,3,-20.47015503,0.651551567,1.003839852
6,2,1,1,1,3,17.36867054,0.615350165,0.983735034
6,2,1,1,1,4,-17.71500026,0.964039715,1.347856626
6,2,1,1,1,4,15.48482379,0.625433264,1.10531264
6,2,1,1,1,4,18.52890567,0.761255964,1.112592348
6,2,0,1,0,1,-0.362748352,2.592869692,2.903246938
6,2,1,0,0,3,-11.03993741,1.166200749,2.238031245
6,2,1,1,1,1,0.94962992,2.775590239,3.086880368
6,2,1,1,1,3,15.15442143,0.685304339,1.101521357
6,2,0,0,1,4,-35.82432527,1.236708177,1.557359015
6,2,1,0,0,2,-5.425500716,0.682860665,1.402922069
6,2,1,0,0,2,-12.19681161,0.742377439,1.078191822
6,2,0,1,0,2,10.83995422,0.654631321,1.166988318
6,2,1,1,1,4,38.33064923,0.675847749,1.124241123
6,2,1,1,1,4,19.96257972,0.651683312,2.027822457
6,2,0,0,1,4,-20.66214353,0.637874419,1.149316785
6,2,1,1,1,3,11.31952295,0.62704239,0.963175193
6,2,0,0,1,2,-11.22293907,0.592319531,1.168535443
6,2,0,0,1,3,-22.55895471,0.548912195,0.884974424
6,2,1,1,1,3,13.42128244,0.58197661,2.150070997
6,2,0,0,1,2,-5.224239346,0.594116679,1.010059208
6,2,1,0,0,3,-13.19470116,0.493765295,1.133675774
6,2,1,0,0,2,-5.096223772,0.692475621,1.076812939
6,2,0,0,1,2,-12.20141211,1.853823592,2.190205936
6,2,1,1,1,3,18.98621736,0.648902403,1.000965859
6,2,1,0,0,2,-15.27109284,0.548275207,0.916380398
6,2,0,0,1,3,-17.95570256,0.515480037,0.915407922
6,2,1,1,1,1,-1.472625858,2.370748353,2.686454805
6,2,1,1,1,3,24.90069904,0.681136712,1.06556954
6,2,1,1,1,4,38.91817215,0.483913352,0.946243155
6,2,1,1,1,4,32.89322988,0.560745593,1.008764193
6,2,1,1,1,3,23.61173459,0.500775593,0.893222595
6,2,1,1,1,3,13.08280776,0.589360128,0.973407923
6,2,0,0,1,2,-5.946866287,0.506563433,0.890739828
6,2,0,0,1,4,-34.19572772,0.603728178,1.052075688
6,2,1,1,1,1,-0.328017433,1.892963388,2.244805537
6,2,1,1,1,2,6.821337643,0.973805745,10.43037755
6,2,0,0,1,2,-3.08835846,0.5009871,1.174927788
6,2,0,0,1,3,-25.34752422,1.09988793,1.420240985
6,2,0,0,1,4,-19.16319897,0.582435613,0.902009756
6,2,1,1,1,3,17.2471784,0.534506914,0.966440252
6,2,0,0,1,4,-28.59375706,0.484011573,0.931881849
6,2,1,0,0,2,-6.758666972,0.56163288,1.057985601
6,2,1,1,1,3,12.07875733,0.507188187,0.891953455
6,2,1,1,1,4,34.82956177,0.523708056,0.955930179
6,2,1,0,0,3,-11.74108837,0.505860252,0.858013375
6,2,0,1,0,1,4.060054283,0.540035954,1.467442414
6,2,0,0,1,3,-21.5572693,0.516287641,1.396463521
6,1,1,1,1,1,0.518868051,3.127924,3.437327499
6,1,0,0,1,1,-6.01325852,0.687921302,1.072188457
6,1,1,1,1,2,9.954361938,0.633251861,1.001111164
6,1,0,1,0,2,2.750905529,1.077012619,2.052895829
6,1,1,0,0,3,-10.23175126,1.077735726,2.149005676
6,1,0,0,1,1,-4.565623085,0.577564894,1.185935891
6,1,0,0,1,1,0.921340345,1.270283007,1.585257887
6,1,0,0,1,3,-11.73830306,0.713476674,1.178294146
6,1,0,0,1,3,-3.639994334,0.622405488,1.103079033
6,1,0,0,1,2,-4.953405275,0.534491816,0.950230142
6,1,1,1,1,2,5.362669471,0.532663039,0.996216856
6,1,1,0,0,2,-2.825445666,0.496225977,0.864238112
6,1,0,0,1,1,-1.921034055,0.641532897,1.121134449
6,1,0,0,1,2,-5.529714835,0.537041436,0.952424535
6,1,0,0,1,4,-10.88316526,0.630459867,1.222447822
6,1,0,0,1,3,-4.705759091,0.537249475,0.93767316
6,1,0,0,1,3,-5.147533292,0.488077894,0.952355599
6,1,0,0,1,3,-4.148824125,0.582320851,0.998082319
6,1,0,0,1,3,-4.207344081,0.498379267,0.882806142
6,1,0,0,1,4,-11.93156279,0.674927667,1.058262768
6,1,0,1,0,1,4.16571997,0.637320738,2.109239091
6,1,1,1,1,4,10.34500115,0.619563767,1.179889038
6,1,1,1,1,2,1.641122246,0.623325543,1.087675107
6,1,1,0,0,1,-2.022982893,1.12820318,1.447799765
6,1,0,0,1,1,-1.117686976,1.153908712,1.468316366
6,1,0,0,1,1,-4.803174806,0.602860366,0.986138951
6,1,1,1,1,2,2.789626479,0.550536867,0.918627467
6,1,0,0,1,4,-12.94797355,0.8375877,1.237911466
6,1,1,1,1,4,12.52048814,0.600209691,0.968085051
6,1,0,1,0,1,-0.435598749,0.885554986,1.205443001
6,1,1,1,1,3,6.695800566,0.552726749,1.176597857
6,1,0,1,0,3,7.191887464,0.484236022,0.911523176
6,1,0,0,1,4,-14.78844544,0.573550663,0.941995329
6,1,0,0,1,3,-6.861789853,0.700784288,1.020297074
6,1,0,0,1,3,-1.342892994,0.600201006,0.983726401
6,1,0,0,1,1,0.76703299,1.41256136,1.718540973
6,1,0,0,1,2,-5.718915774,0.514158651,0.914614386
6,1,0,0,1,1,-0.610320942,0.737959099,1.201839911
6,1,0,0,1,3,-9.759640798,0.645121768,0.981113047
6,1,0,0,1,3,-3.538056508,0.593926961,0.945987709
6,1,1,0,0,1,0.58972015,1.488413191,1.840328101
6,1,1,1,1,2,8.141735721,0.521428069,0.857552678
6,1,0,0,1,2,-5.600195239,0.507457965,0.907069729
6,1,0,0,1,2,-7.80649089,0.538807086,0.859517041
6,1,0,0,1,2,-7.75530922,0.509588428,0.877339484
6,1,0,0,1,1,-0.727700911,0.590023482,1.294528392
6,1,1,0,0,1,-2.074840261,0.5420327,0.958571134
6,1,0,1,0,3,7.220781087,0.57252611,0.94053168
6,1,0,1,0,3,1.045617715,0.586278122,1.242893515
6,1,1,1,1,3,4.323927612,0.540705929,0.850896928
7,2,1,0,0,4,-11.1264699,2.90592291,4.633974873
7,2,1,1,1,2,3.922526369,2.977872075,4.466048406
7,2,1,1,1,3,34.5782383,1.856307251,8.512718172
7,2,1,1,1,3,6.50810225,1.41595507,2.456458405
7,2,0,1,0,3,14.8940638,1.160459787,2.679826126
7,2,1,0,0,2,-5.331686401,1.119195469,5.455629696
7,2,1,1,1,1,7.335440757,1.316725137,3.795971418
7,2,0,0,1,3,-21.2920748,1.341879322,4.477608207
7,2,1,1,1,3,17.76489407,1.147013515,1.46663336
7,2,0,0,1,3,-11.72173274,1.091346055,2.307676354
7,2,0,1,0,1,1.442444811,1.657947348,2.537359429
7,2,0,1,0,1,4.82679062,1.477991115,1.814656685
7,2,1,1,1,1,5.790218467,0.817658402,1.134638587
7,2,0,1,0,3,8.805107131,1.239734771,2.823579885
7,2,0,1,0,4,34.36717475,1.049200678,1.76970029
7,2,1,1,1,4,16.64349624,1.990240656,2.390704238
7,2,1,1,1,4,6.987828169,1.897616017,2.425805477
7,2,1,1,1,4,23.63653472,1.627752816,2.443988729
7,2,1,1,1,3,8.20693222,1.389192369,1.997758855
7,2,0,0,1,2,-27.12725811,1.16967241,1.729565591
7,2,1,1,1,4,15.93895873,1.904702162,2.30419564
7,2,1,1,1,2,7.109908672,1.479633566,3.17504889
7,2,1,0,0,1,2.228078532,5.338884318,5.656208081
7,2,1,1,1,3,30.17614453,1.288396875,2.648467195
7,2,0,1,0,3,26.34121104,0.817734721,1.169162012
7,2,1,0,0,2,-2.206067429,0.871279349,1.398834659
7,2,1,1,1,3,9.061640045,1.09056975,1.651369861
7,2,0,0,1,2,-21.73768436,0.884791979,1.380346801
7,2,1,1,1,3,19.44789451,0.962295023,1.298027599
7,2,0,0,1,1,-49.76261726,1.217767704,1.535141059
7,2,1,1,1,3,25.0220677,0.648584481,0.967725718
7,2,0,0,1,1,-3.259815824,1.062572305,1.478213567
7,2,0,1,0,3,-2.490075717,1.022959052,1.334800651
7,2,0,1,0,3,14.64200091,0.797554282,1.118042849
7,2,1,0,0,4,2.255994244,3.141512301,3.493614195
7,2,1,1,1,4,4.803579885,1.57942948,1.885449209
7,2,0,0,1,3,-30.06900367,1.235814046,1.779812565
7,2,1,0,0,4,-22.74491615,0.8965713,1.825006953
7,2,0,0,1,4,-19.86397671,0.795672278,1.131181935
7,2,1,1,1,4,12.25584879,2.274659829,2.706720481
7,2,0,0,1,3,-16.94176794,0.872844038,1.240545212
7,2,0,0,1,2,-31.20355314,0.843786438,1.211680345
7,2,0,1,0,4,12.10835282,1.215990079,1.551636689
7,2,1,0,0,4,-5.617538145,1.062122535,1.368157936
7,2,0,0,1,3,-7.403140102,0.611058341,0.917785747
7,2,1,1,1,4,7.185293474,1.667399888,2.002984058
7,2,0,0,1,2,-11.68985312,1.126673028,1.435062101
7,2,0,0,1,2,-0.061644263,2.096673125,3.744650062
7,2,1,1,1,1,2.447759611,1.324953212,1.740769812
7,2,1,0,0,3,-22.75219578,2.970891151,3.291297474
7,1,1,0,0,1,-3.773850597,4.473226504,5.912576673
7,1,1,1,1,4,3.858568201,3.148315174,3.564176937
7,1,0,0,1,4,-9.939540647,1.07188775,1.384969223
7,1,1,1,1,1,0.316900862,3.740255066,4.054488026
7,1,1,0,0,1,-3.248233161,2.827771903,4.059278682
7,1,1,0,0,1,-4.647361688,0.842690908,1.151265421
7,1,0,0,1,1,-8.526850122,0.929102395,1.234764111
7,1,0,0,1,1,-4.810000408,1.715526735,2.867753996
7,1,0,1,0,1,-1.358005989,2.451013369,2.867329344
7,1,1,1,1,1,1.70328904,1.331310904,2.002604958
7,1,0,1,0,1,3.984714894,0.997276124,1.318188635
7,1,0,0,1,1,-3.872317781,0.629347219,0.934208854
7,1,0,0,1,1,-11.50523479,0.932359728,1.25143539
7,1,1,1,1,1,2.458404955,1.190532821,2.053767573
7,1,1,1,1,2,2.828237189,2.007854423,2.319345667
7,1,0,0,1,1,-0.500785117,1.246094135,1.551680573
7,1,1,1,1,1,5.398954007,1.283171169,1.601751453
7,1,0,1,0,1,5.26850488,1.22333058,1.535128373
7,1,0,1,0,1,-5.686896882,3.469935948,4.174341373
7,1,1,1,1,1,3.964850393,0.871578974,1.223919335
7,1,0,0,1,1,-2.479060031,0.779407925,2.85994329
7,1,1,0,0,1,-1.081584013,1.292158057,1.601858381
7,1,0,1,0,2,10.41785054,2.031840473,3.711308199
7,1,0,0,1,1,-3.945702694,1.59684346,2.300225276
7,1,1,0,0,1,-6.057170936,1.267048416,1.715281934
7,1,1,1,1,2,13.02060536,1.106630582,1.490881305
7,1,0,0,1,1,-0.446724091,1.563293523,2.123422709
7,1,0,0,1,2,-9.114237452,1.561055851,1.897285965
7,1,0,1,0,3,1.322100837,1.329481206,2.273775391
7,1,1,1,1,3,10.01869108,0.938010797,1.251469526
7,1,1,1,1,1,-2.976255039,5.148123285,5.835735034
7,1,0,0,1,1,-1.588947331,1.826053093,2.177608795
7,1,1,0,0,1,1.56575994,3.486308214,3.998669302
7,1,0,0,1,1,-9.380371763,1.759127768,3.311860335
7,1,1,1,1,2,9.50231724,0.957447414,1.421517414
7,1,0,0,1,3,-2.492577971,0.776503703,1.084511552
7,1,1,1,1,4,5.617312168,1.313653153,1.825694333
7,1,1,0,0,1,-1.898571742,1.723351302,2.035702128
7,1,1,1,1,3,-1.533356337,12.26980496,12.58975318
7,1,1,1,1,3,4.28617658,1.117765742,2.894353582
7,1,1,1,1,1,3.040884456,3.356716582,3.740459794
7,1,0,1,0,3,8.689297308,1.463579873,1.831352885
7,1,1,1,1,1,0.749365947,2.449509323,2.769817974
7,1,0,1,0,1,10.87532447,1.012512001,1.364448164
7,1,0,1,0,2,6.651154537,0.912537556,1.265290686
7,1,1,0,0,2,-9.2704716,1.697619656,2.433597382
7,1,1,0,0,1,-7.683256665,1.027247762,1.459297472
7,1,1,0,0,2,-1.041204805,1.564980079,2.093564353
7,1,1,0,0,1,1.285100836,2.860899752,3.453018407
7,1,1,1,1,1,2.453604694,0.980506475,1.333047552
7,2,0,1,0,4,7.865098035,2.922581113,3.594769463
7,2,0,1,0,1,-20.2008721,4.123835669,15.64375446
7,2,1,0,0,1,-5.786828589,2.238848936,3.374748568
7,2,1,1,1,1,3.578742009,1.19310041,1.501611856
7,2,0,0,1,1,-7.5683549,1.056501339,1.369246851
7,2,0,0,1,1,-2.179980002,1.580723429,2.045123982
7,2,0,1,0,2,11.84930666,1.151377061,2.175090577
7,2,0,1,0,2,3.990119083,1.88248911,2.970795752
7,2,0,0,1,1,-38.71107519,0.949559953,1.269993823
7,2,0,1,0,2,5.352255927,1.815604977,4.295508458
7,2,0,1,0,3,7.40674554,1.515674982,1.83532942
7,2,0,1,0,2,4.254209057,5.941498276,6.30938044
7,2,0,1,0,3,16.38144615,0.855234701,1.167969166
7,2,0,0,1,4,-1.312244713,6.268010959,6.780289075
7,2,1,0,0,4,-4.913876949,0.779011946,1.084409494
7,2,0,0,1,4,-9.887894991,1.010846267,1.426824317
7,2,1,0,0,4,-36.88231957,0.84534227,1.151174565
7,2,1,1,1,4,15.71914102,2.434865347,2.753051689
7,2,0,0,1,3,-5.094978178,1.447466799,1.76869111
7,2,1,0,0,2,-3.439869095,1.506926651,2.019488537
7,2,1,0,0,1,-4.584738151,1.82891722,3.956947802
7,2,1,0,0,1,-12.25191332,0.983498734,1.335927652
7,2,0,0,1,1,-8.059155575,0.918202453,1.234637053
7,2,0,0,1,1,-0.371798329,1.335587473,1.959745103
7,2,1,1,1,2,1.253501176,0.780555545,1.404920536
7,2,0,0,1,1,-16.19816852,0.888225945,3.751641074
7,2,0,0,1,1,-7.847614943,1.138473385,1.451672084
7,2,1,1,1,3,4.054314038,0.68423333,1.001205795
7,2,1,0,0,2,-10.03077142,0.759139564,1.095579444
7,2,1,1,1,3,30.4658622,1.935898691,2.336135411
7,2,1,1,1,3,15.13637357,1.220918338,1.535075747
7,2,0,1,0,4,15.85693697,0.970265066,1.32226588
7,2,1,1,1,1,-1.759136494,2.633613176,3.097412184
7,2,0,0,1,3,-27.33689948,3.295879722,4.495499528
7,2,1,1,1,4,21.73769315,1.036349506,3.61219163
7,2,0,1,0,3,-6.458407585,4.604424271,4.924403157
7,2,1,0,0,1,-6.4117549,0.727171031,1.079217692
7,2,0,0,1,1,-8.804324661,0.83259534,1.151220944
7,2,1,0,0,1,-28.95930579,1.270190389,1.585086736
7,2,0,1,0,3,12.31052468,1.001504582,1.561553716
7,2,1,0,0,1,-10.46143014,0.559412671,0.867571077
7,2,1,0,0,2,-5.192795474,1.328259004,1.888015885
7,2,0,1,0,3,16.91063067,0.935927454,1.251454514
7,2,0,0,1,3,-23.56637689,2.409165365,2.760874076
7,2,1,1,1,3,-0.231439115,1.149150794,1.468286842
7,2,1,1,1,3,-1.910937342,1.701770088,2.197850775
7,2,0,1,0,3,21.95546038,0.735621507,1.151877994
7,2,0,0,1,2,-5.743787198,1.31763482,1.797390465
7,2,1,0,0,1,-12.25901682,0.736955888,1.441320361
7,2,0,0,1,3,-27.44132061,1.4351474,1.882994626
7,1,1,1,1,4,12.81405806,2.745956832,3.321961641
7,1,1,1,1,4,14.02475158,1.990227239,2.374485938
7,1,1,1,1,3,12.21040931,3.641735041,3.97793478
7,1,0,1,0,1,-9.935641001,1.979442355,2.491434374
7,1,1,1,1,1,1.118774963,1.706284231,2.522703772
7,1,0,0,1,1,-3.59359229,1.159879303,1.511794457
7,1,1,1,1,3,4.244995065,2.27068565,2.586227635
7,1,0,0,1,2,-5.833952739,1.465357661,1.785324952
7,1,0,0,1,2,-8.265890202,0.741667138,1.10943089
7,1,1,1,1,1,-0.28085644,2.140912035,2.452760833
7,1,0,1,0,1,4.092551405,0.988950721,1.301609194
7,1,1,1,1,4,16.6358877,1.580720874,1.948003406
7,1,0,0,1,1,-1.024269983,1.857001244,2.401316868
7,1,0,0,1,1,-3.999738817,0.818939623,1.134515455
7,1,0,1,0,1,1.810033062,0.969761377,1.284811292
7,1,0,0,1,1,-5.325542948,0.905590302,1.218046695
7,1,0,1,0,1,8.774878352,0.924579678,1.660069534
7,1,1,1,1,1,9.041106662,1.277050838,1.585036982
7,1,1,0,0,1,-4.965394333,0.913292264,1.553217205
7,1,1,0,0,1,-1.61931066,1.414201148,1.75045837
7,1,1,1,1,2,10.44557671,0.787158397,1.15513336
7,1,0,0,1,2,-0.071500103,1.400834614,1.993371356
7,1,0,1,0,1,-0.041646427,2.556015993,4.891939339
7,1,0,0,1,1,-12.64400147,0.888041724,1.201394028
7,1,0,0,1,1,-1.032848132,1.708028062,2.028221732
7,1,1,1,1,3,6.513797147,1.037713243,1.48533855
7,1,0,0,1,2,-6.220740677,1.125928958,1.435005213
7,1,0,0,1,4,-8.415633325,1.232140008,1.552702927
7,1,0,0,1,4,-3.513724037,0.501645511,0.817588736
7,1,0,0,1,4,-8.724196285,0.808522478,1.288959075
7,1,0,0,1,4,-2.829236933,1.368408922,1.685329186
7,1,1,1,1,4,4.075190518,1.528661511,1.83533104
7,1,1,1,1,4,10.63965205,0.690231188,1.121880644
7,1,1,1,1,4,3.479046193,0.776910559,1.145067386
7,1,0,0,1,4,-5.652099339,0.783321016,1.15128571
7,1,1,1,1,4,12.20514348,0.484987462,0.836844399
7,1,1,1,1,4,7.351290909,0.743599761,1.19118283
7,1,0,1,0,1,-1.015433146,3.083705446,3.93130227
7,1,1,1,1,1,6.429803676,1.663012914,2.127156251
7,1,1,1,1,2,-0.648467283,2.445402,2.861288224
7,1,1,1,1,3,7.538109584,0.79634685,1.11793136
7,1,1,1,1,2,4.011020721,1.699764068,2.499936617
7,1,0,1,0,2,1.349851057,0.722139019,1.090291502
7,1,1,0,0,1,-3.884027626,1.722089474,2.170528737
7,1,0,1,0,1,6.814022289,0.677772485,1.03006181
7,1,0,0,1,1,0.206554427,5.473244242,5.789780215
7,1,1,1,1,3,-9.102815118,2.536003294,3.832021518
7,1,1,1,1,4,5.219637147,2.303590437,2.619640226
7,1,1,1,1,4,10.0461068,0.713032406,1.017785055
7,1,0,1,0,1,1.431254706,2.548535558,2.853007325
7,2,1,1,1,4,32.05408457,2.103332183,2.423512411
7,2,0,1,0,4,16.5571714,0.856822123,1.167848258
7,2,0,0,1,4,-23.56972626,0.813734239,1.645527135
7,2,1,0,0,4,-34.30089094,0.734965384,1.375003701
7,2,1,1,1,4,39.3971444,0.812016741,1.131579663
7,2,1,1,1,4,14.23436055,0.770878389,1.084693191
7,2,1,1,1,3,7.565826175,3.579381623,3.8875789
7,2,0,0,1,2,-14.50758606,1.760284015,2.068951105
7,2,0,0,1,2,-34.82810188,0.688552817,1.248548363
7,2,1,1,1,3,11.18471584,1.026024833,1.334923908
7,2,1,0,0,2,-17.54061578,1.375425098,1.792302689
7,2,0,0,1,1,-22.30713955,0.907502751,1.403439992
7,2,0,0,1,1,-10.95556607,0.998456162,1.446966901
7,2,0,1,0,2,6.406433978,1.215879942,1.535909901
7,2,0,1,0,3,-0.436779853,1.589940057,2.006017703
7,2,0,0,1,2,-31.41743338,1.336303925,1.848389434
7,2,0,1,0,2,19.47377243,2.017009786,2.833315205
7,2,1,1,1,3,7.789250476,0.769569856,1.084614724
7,2,0,1,0,3,26.46815086,0.810190944,1.117843535
7,2,1,0,0,2,-14.56182943,0.944394651,1.297072118
7,2,0,0,1,2,-21.28737362,0.816174569,1.344552732
7,2,0,0,1,2,-21.01137343,1.229793159,1.790048967
7,2,1,1,1,3,5.270398114,1.033618563,1.41756478
7,2,1,0,0,3,-10.3870201,2.132514274,2.964866141
7,2,0,0,1,2,-24.5517861,0.943705803,1.343733552
7,2,1,0,0,2,-35.62510235,0.60549718,1.022262054
7,2,1,0,0,2,-7.887382464,3.689190384,4.329084288
7,2,0,0,1,1,-2.56777857,6.316745745,6.66878347
7,2,1,1,1,3,3.890987997,0.817058718,1.201108982
7,2,0,0,1,2,-10.21707533,1.813895729,2.181897116
7,2,1,1,1,3,5.094199643,0.865284946,1.456842578
7,2,1,1,1,4,10.23278713,0.587451077,0.939622996
7,2,1,0,0,2,-1.821713334,0.954761418,1.274492656
7,2,1,0,0,3,-5.491375624,0.70027316,1.836014185
7,2,0,1,0,4,1.946964312,0.774075341,1.174289602
7,2,0,0,1,4,-14.77658764,5.819344069,7.548020944
7,2,1,1,1,4,11.3244007,1.211694422,1.739322733
7,2,0,0,1,4,-24.47094648,1.209761977,1.65813975
7,2,0,0,1,4,-9.828766588,0.811606426,1.259829949
7,2,1,1,1,4,20.60168449,0.669549715,0.989319263
7,2,1,0,0,4,-8.828928599,1.051041497,1.386462283
7,2,0,0,1,1,-4.696886544,0.790953582,1.43095785
7,2,1,1,1,2,2.949402651,0.786143557,1.121732972
7,2,1,1,1,3,5.841735677,0.809723355,1.753717556
7,2,1,1,1,3,0.74570557,3.398805149,3.719280281
7,2,0,0,1,4,-44.5974274,0.979927048,2.180019788
7,2,0,0,1,4,-9.783822784,0.672160498,1.056591229
7,2,0,1,0,2,17.88014655,1.722773385,2.427251151
7,2,0,1,0,1,4.53247365,0.892946531,1.34050752
7,2,0,0,1,1,-13.98840404,0.683228762,1.835964293
7,1,1,1,1,1,-1.568658357,4.684225427,5.036188582
7,1,1,1,1,1,3.893747857,1.891425266,2.20248588
7,1,1,1,1,1,0.098903057,1.741686163,2.052323758
7,1,1,0,0,1,-0.770878823,1.918447665,2.235844504
7,1,1,1,1,1,2.732330186,2.232559236,2.552891618
7,1,0,1,0,1,5.122611426,1.637734738,2.821367555
7,1,1,0,0,2,-12.72002184,0.870675985,1.254835791
7,1,0,1,0,1,1.109136722,1.113664873,1.418343446
7,1,1,0,0,1,-3.648386504,0.980679175,1.316850318
7,1,0,1,0,1,3.265708947,0.708162718,1.017863838
7,1,1,0,0,1,-12.1437428,0.735313971,2.143341837
7,1,1,1,1,1,1.057011429,0.861894097,1.181759828
7,1,0,0,1,1,-2.051580704,1.122338172,1.55417733
7,1,1,0,0,1,-0.14768409,2.008290526,4.504573254
7,1,1,1,1,1,1.182492328,0.869088919,1.301057528
7,1,0,0,1,1,-11.47846187,0.933101594,1.251483936
7,1,1,0,0,1,-4.358111166,0.966576952,1.284870295
7,1,1,0,0,1,-2.490012946,0.983899366,1.335993784
7,1,1,1,1,2,4.599685618,0.854139748,1.30242119
7,1,1,1,1,3,-1.116640551,3.270463649,3.718207265
7,1,0,1,0,3,6.824454156,0.739500481,1.171201279
7,1,1,1,1,2,3.240429171,1.064526353,1.896791358
7,1,1,0,0,4,-8.776599995,1.472996895,3.376796129
7,1,1,0,0,1,-0.325158582,1.659806539,2.34765347
7,1,1,0,0,4,-1.512444631,0.561295981,1.313393476
7,1,1,1,1,1,3.019907262,2.529625328,4.576957775
7,1,0,0,1,3,-3.723789732,8.218191103,8.714610053
7,1,0,0,1,3,-4.074260199,1.674506367,2.057949827
7,1,1,0,0,3,-2.001972078,1.25922043,1.739648296
7,1,0,0,1,1,-2.787201481,2.297260973,2.985833201
7,1,1,0,0,1,-6.264024395,1.364604671,2.276828082
7,1,0,1,0,1,1.274041753,0.908882676,1.421171019
7,1,1,0,0,1,-5.541017771,0.728629429,1.080051973
7,1,1,0,0,1,-1.569460059,1.217897747,1.77789732
7,1,1,1,1,2,1.52331297,1.070656272,1.598904925
7,1,0,1,0,2,-0.911490251,3.25080927,4.08290137
7,1,0,0,1,1,-2.859795344,1.137095777,1.72885591
7,1,1,1,1,3,12.82901982,1.85633344,2.928160303
7,1,1,1,1,3,12.1318314,1.421585315,1.885874346
7,1,0,1,0,1,1.358615381,1.366060013,1.941857078
7,1,1,1,1,1,2.950881541,0.98738647,1.770595736
7,1,1,1,1,1,-2.445642279,3.543604643,4.231743909
7,1,0,0,1,1,-5.168022565,1.294967204,1.82262079
7,1,0,0,1,2,-10.83581517,1.624787142,2.121082063
7,1,0,0,1,3,-4.647177796,0.694977075,1.271125863
7,1,1,0,0,1,-0.425467418,1.463235686,1.895875791
7,1,1,1,1,4,12.90777376,0.830965994,1.342610975
7,1,1,1,1,4,6.919347705,0.780938397,1.468953158
7,1,1,1,1,4,2.789936049,0.821950347,1.317457052
7,1,0,0,1,2,-4.156585552,1.523913385,3.092029349
7,2,1,0,0,1,8.69081125,6.833775459,9.009969248
7,2,1,0,0,1,20.99144665,4.388343582,4.705056093
7,2,0,1,0,2,33.06329781,2.424792675,2.808273107
7,2,0,0,1,2,-1.316038947,1.689783388,2.218158685
7,2,1,1,1,3,22.73947097,1.427871335,1.971450045
7,2,1,1,1,3,19.42895883,1.559843072,1.911532664
7,2,1,1,1,3,17.18563727,1.102845088,1.503010346
7,2,0,1,0,3,10.82934769,1.061725828,1.493335252
7,2,1,1,1,3,29.86857267,0.765652656,1.08557034
7,2,1,1,1,3,7.994719173,1.141749722,1.461559939
7,2,0,0,1,3,-12.85447815,0.958724034,1.268174958
7,2,0,1,0,1,-3.119262464,2.143780265,2.639592313
7,2,0,1,0,1,10.74045479,1.064957673,1.385084999
7,2,0,1,0,3,14.68641094,1.108460763,2.820106264
7,2,0,0,1,1,-16.96864349,1.061237596,1.621801425
7,2,0,1,0,3,9.220110161,1.623504798,2.055761349
7,2,0,0,1,2,-10.29854038,0.760875227,1.06781549
7,2,1,0,0,2,1.152816529,1.425623362,1.777310139
7,2,1,1,1,3,16.94676198,0.484028462,1.469733206
7,2,1,1,1,4,23.97800184,0.48408121,0.838176579
7,2,0,0,1,4,-17.46454766,0.569045693,1.096903205
7,2,1,0,0,2,-19.77489681,0.816733979,1.232381112
7,2,1,0,0,1,6.293778408,3.603093194,4.2585545
7,2,1,1,1,4,17.15444593,0.483959611,1.112397863
7,2,1,1,1,4,8.70296196,0.768183105,1.279816548
7,2,1,1,1,4,35.59542322,0.896435926,1.218154834
7,2,1,1,1,1,1.246064343,1.347793669,1.811800314
