Subj_idx,trial,condition,stimulus,response,confidence,rt,correct
1,7,1,2,2,0.619,1.21734508394729,1
1,8,1,2,1,0.708,1.15172700001858,0
1,9,2,2,1,0.802,1.21943591593299,0
1,10,3,1,1,0.759,1.08197795797605,1
1,11,3,1,1,0.784,0.848890124936588,1
1,12,3,1,1,0.683,0.952984208008274,1
1,13,2,1,1,0.828,1.0164455419872,1
1,14,2,2,2,0.687,1.23153204191476,1
1,15,1,2,2,0.501,2.96109533298295,1
1,16,2,1,1,0.723,1.14004408300389,1
1,17,1,1,2,0.741,1.68029391695745,0
1,18,1,2,1,0.727,1.02100337506272,0
1,19,3,2,1,0.509,1.88684491603635,0
1,20,3,2,2,0.695,0.893752000061795,1
1,21,1,1,2,0.939,0.904225416947156,0
1,22,2,2,2,0.817,0.913684083032422,1
1,23,2,1,1,0.801,1.24023374996614,1
1,24,1,1,1,0.685,1.10325024998747,1
1,25,3,2,2,0.506,1.60515499999747,1
1,26,1,2,2,0.501,1.62363974994514,1
1,27,3,1,2,0.737,1.61552237498108,0
1,28,1,2,2,0.708,3.89722454093862,1
1,29,2,1,1,0.675,1.20949275000021,1
1,30,3,2,2,0.781,1.20554308302235,1
1,31,1,2,2,0.771,1.97598391701467,1
1,32,1,2,2,0.79,1.10262324998621,1
1,33,3,2,2,0.864,1.02678879199084,1
1,34,2,2,2,0.898,0.91118341695983,1
1,35,2,2,2,0.802,1.02557587495539,1
1,36,1,1,1,0.729,1.4238823329797,1
1,37,1,1,1,0.785,1.81575966696255,1
1,38,3,1,1,0.839,1.06025829201099,1
1,39,2,1,2,0.82,1.38587925001048,0
1,40,2,2,2,0.729,1.63924283301458,1
1,41,1,1,1,0.837,1.39959929103497,1
1,42,1,1,1,0.761,1.26997733302414,1
1,43,1,2,2,0.71,2.31232987495605,1
1,44,3,1,1,0.697,1.19659537496045,1
1,45,1,1,1,0.501,2.00038258300629,1
1,46,3,2,2,1.021,0.990132874925621,1
1,47,2,2,2,0.876,0.959847540943883,1
1,48,2,2,2,0.787,0.935364667093381,1
1,49,3,1,1,0.839,2.07318750000559,1
1,50,3,2,1,0.642,2.69545916595962,0
1,1,1,1,2,0.736,3.95261479099281,0
1,2,1,2,1,0.767,1.21794062503614,0
1,3,3,1,1,0.647,0.893615916953422,1
1,4,3,2,2,0.708,0.714903000043705,1
1,5,1,2,2,0.793,0.888116999994963,1
1,6,1,2,2,0.881,0.872770791058429,1
1,7,1,1,1,0.774,1.13985908403993,1
1,8,1,1,1,0.749,1.27895504201297,1
1,9,3,1,1,0.805,1.07499154203106,1
1,10,2,1,2,0.501,2.53307695791591,0
1,11,2,1,1,0.749,1.20559804199729,1
1,12,3,2,2,0.743,1.07848974992521,1
1,13,1,2,2,0.849,0.824625874985941,1
1,14,1,2,2,0.849,0.666512083029374,1
1,15,3,1,1,0.789,1.58154112496413,1
1,16,2,2,2,0.882,1.21543558407575,1
1,17,2,2,2,0.878,0.946340707945637,1
1,18,2,2,2,0.793,0.993855041917413,1
1,19,1,1,1,0.754,1.19464762497228,1
1,20,1,2,2,0.787,1.22187595802825,1
1,21,2,2,2,0.845,0.792159041040577,1
1,22,3,1,2,0.792,0.632117082946934,0
1,23,2,1,1,0.786,1.07439787499607,1
1,24,3,2,2,0.621,0.931519708014093,1
1,25,2,2,2,0.713,0.855160624952987,1
1,26,3,2,2,0.838,0.869090040912852,1
1,27,1,1,2,0.799,0.863362874952145,0
1,28,2,2,2,0.799,0.578918874962255,1
1,29,1,1,2,0.835,0.893303457996808,0
1,30,3,1,1,0.789,1.2257742920192,1
1,31,3,2,2,0.683,0.992335624992847,1
1,32,1,2,2,0.79,0.900063041946851,1
1,33,2,2,2,0.692,1.74537045799661,1
1,34,1,1,2,0.74,0.949954582960345,0
1,35,1,1,1,0.805,1.11348762502894,1
1,36,3,2,2,0.95,0.941206792020239,1
1,37,2,1,1,0.902,1.23071975004859,1
1,38,3,1,1,0.894,1.04612733295653,1
1,39,3,2,2,0.891,1.67791866697371,1
1,40,3,2,2,0.946,1.05484025005717,1
1,41,2,2,2,0.926,1.05949804198463,1
1,42,2,1,2,0.886,5.46455124998465,0
1,43,3,1,2,0.792,1.25921720801853,0
1,44,2,1,1,0.855,1.42236037494149,1
1,45,1,2,2,0.769,1.47848941595294,1
1,46,3,2,2,0.504,1.83666904096026,1
1,47,3,1,1,0.806,1.11571208399255,1
1,48,3,2,2,0.895,1.93589691596571,1
1,49,1,2,2,0.836,1.08631666691508,1
1,50,3,2,2,0.887,1.19215387490112,1
1,1,3,2,2,0.743,45.7971109159989,1
1,2,3,2,2,0.748,0.803730749990791,1
1,3,3,2,2,0.753,0.509946457925253,1
1,4,1,2,2,0.753,0.493670125026256,1
1,5,2,2,2,0.83,0.89650979207363,1
1,6,1,2,2,0.752,1.13178641593549,1
1,7,2,1,1,0.953,1.00000091700349,1
1,8,1,2,1,0.659,2.19934008293785,0
1,9,2,2,2,0.828,0.974228749983013,1
1,10,2,2,2,0.836,0.96786350000184,1
1,11,2,1,1,0.502,1.69629999995232,1
1,12,3,1,1,0.727,2.2157162920339,1
1,13,1,1,2,0.625,1.22003787499852,0
1,14,3,2,2,0.759,1.87455449998379,1
1,15,1,2,2,0.768,1.29358316597063,1
1,16,1,1,2,0.504,2.3346569170244,0
1,17,2,1,2,0.504,1.51853175007273,0
1,18,2,2,2,0.868,1.22232141706627,1
1,19,2,1,2,1.012,1.34358420805074,0
1,20,3,2,2,0.752,1.24152995902114,1
1,21,2,2,1,0.754,2.11075137509033,0
1,22,2,1,1,0.754,0.833245833986439,1
1,23,1,2,1,0.658,0.727163166971877,0
1,24,1,1,1,0.501,2.71874166710768,1
1,25,3,1,2,0.733,1.05275787506253,0
1,26,1,1,2,0.755,3.35223570803646,0
1,27,1,2,1,0.682,1.35839995904826,0
1,28,2,1,2,0.831,0.927214791998267,0
1,29,3,2,2,0.748,1.85126916703302,1
1,30,3,2,2,0.915,0.92678504192736,1
1,31,3,1,1,0.731,2.36281745799351,1
1,32,3,1,1,0.705,1.13004974997602,1
1,33,2,2,2,0.845,1.28188516700175,1
1,34,3,1,1,0.833,1.43289787496906,1
1,35,3,2,2,0.885,1.05408041691408,1
1,36,3,2,2,1.042,1.09861874999478,1
1,37,3,1,1,0.979,1.08800445799716,1
1,38,1,2,2,0.598,1.61496912501752,1
1,39,3,1,1,0.7,1.67711149994284,1
1,40,1,2,2,0.731,1.49466170789674,1
1,41,1,1,1,0.692,1.62106595793739,1
1,42,2,2,2,0.704,0.900503791053779,1
1,43,3,2,2,0.784,0.911784083000384,1
1,44,1,2,1,0.606,1.12035416706931,0
1,45,1,2,2,0.674,0.955272500053979,1
1,46,2,1,1,0.87,1.19712041702587,1
1,47,3,2,2,0.809,1.07473954197485,1
1,48,2,2,2,0.763,0.640592959010974,1
1,49,2,2,2,0.827,1.03432162501849,1
1,50,1,1,1,0.903,1.0802205420332,1
1,1,2,2,1,0.716,1.55130408308469,0
1,2,1,2,2,0.756,1.04938104201574,1
1,3,2,2,2,0.686,1.09613641595934,1
1,4,2,1,2,0.772,1.02003095904365,0
1,5,1,2,2,0.687,0.986435457947664,1
1,6,3,2,2,0.716,0.927010832936503,1
1,7,3,2,2,0.841,0.966485042008571,1
1,8,1,1,1,0.715,1.90453058294952,1
1,9,3,1,2,0.501,2.48693762510084,0
1,10,2,1,1,0.8,1.14447075000498,1
1,11,1,1,1,0.817,0.966721959062852,1
1,12,2,2,2,0.858,1.08066391700413,1
1,13,3,2,2,0.858,0.760651999968104,1
1,14,1,1,2,0.851,0.823340000002645,0
1,15,3,2,2,0.851,0.811038665939122,1
1,16,1,2,2,0.861,0.962120415992104,1
1,17,2,1,1,0.863,1.39329683303367,1
1,18,2,1,2,0.774,1.09160579205491,0
1,19,2,1,1,0.757,1.06979704194237,1
1,20,1,2,2,0.877,1.26587966596708,1
1,21,1,1,2,0.862,0.935598584008403,0
1,22,3,2,2,0.813,0.946207750006579,1
1,23,2,1,1,0.617,1.29610658297315,1
1,24,2,2,2,0.61,0.727167750010267,1
1,25,3,2,2,0.78,0.629150499938987,1
1,26,1,1,2,0.634,1.17635516694281,0
1,27,2,2,2,0.777,1.07230274996255,1
1,28,2,1,1,0.893,0.857909125043079,1
1,29,3,1,2,0.782,0.961394708021544,0
1,30,2,2,2,0.789,0.977507208008319,1
1,31,1,2,1,0.793,1.14666008308996,0
1,32,1,1,1,0.853,0.986362625029869,1
1,33,3,1,1,0.865,0.885629541007802,1
1,34,2,1,1,0.886,0.970584459020756,1
1,35,2,2,2,0.775,1.05876845808234,1
1,36,1,1,1,0.67,1.23893845803104,1
1,37,1,2,2,0.773,0.943318040925078,1
1,38,2,1,1,0.5,3.66133712499868,1
1,39,1,1,1,0.751,1.75103195791598,1
1,40,2,2,2,0.864,1.07690312503837,1
1,41,3,1,1,0.821,0.963965624920093,1
1,42,1,1,1,0.821,0.653500917018391,1
1,43,1,1,1,0.821,0.847420333069749,1
1,44,1,1,1,0.821,0.655184084083885,1
1,45,1,2,2,0.857,1.11392745899502,1
1,46,2,1,2,0.779,1.21576033404563,0
1,47,2,2,2,0.776,2.16234962490853,1
1,48,2,1,1,0.824,1.75705804198515,1
1,49,3,1,1,0.824,0.583399957977235,1
1,50,2,1,1,0.868,1.02974779205397,1
1,1,2,1,1,0.717,1.15509166696575,1
1,2,1,2,1,0.784,1.88132308295462,0
1,3,1,2,2,0.849,0.846127707976848,1
1,4,2,1,1,0.754,1.12615604198072,1
1,5,1,1,2,0.787,0.889597082976252,0
1,6,1,1,1,0.872,1.24268587504048,1
1,7,3,2,2,0.829,1.19250729202759,1
1,8,2,1,2,0.722,0.761055332957767,0
1,9,3,1,2,0.722,0.740374666987918,0
1,10,1,2,2,0.722,0.81604075001087,1
1,11,1,1,1,0.754,1.04977441590745,1
1,12,1,1,1,0.5,1.76080762501806,1
1,13,1,2,2,0.944,0.859851625049487,1
1,14,3,2,2,0.816,0.731631083996035,1
1,15,2,1,2,0.503,3.51748758403119,0
1,16,3,1,2,0.911,0.963261708035134,0
1,17,3,2,2,0.811,0.747014124994166,1
1,18,3,1,1,0.934,1.2065233750036,1
1,19,1,2,2,0.8,1.16191379202064,1
1,20,3,2,2,0.788,0.828108332934789,1
1,21,2,1,1,0.709,1.80917866691016,1
1,22,1,2,2,0.614,1.05851795803756,1
1,23,1,2,2,0.748,0.80110662500374,1
1,24,1,1,2,0.802,0.849275791086257,0
1,25,1,2,2,0.798,0.686923750094138,1
1,26,3,2,2,0.8,0.737062250031158,1
1,27,2,1,1,0.621,1.0068637089571,1
1,28,2,2,2,0.836,1.01823587494437,1
1,29,2,2,2,0.753,0.880420958041213,1
1,30,1,2,2,0.841,0.8155837910017,1
