Subj_idx,trial,condition,stimulus,response,confidence,rt,correct
1,4,0.08,2,2,0.802,1.28133037500083,1
1,5,0.08,1,1,0.687,0.961454875068739,1
1,6,0.08,1,2,0.752,1.31551616603974,0
1,7,0.08,1,1,0.686,1.23146629100665,1
1,8,0.08,2,2,0.617,1.93330949998926,1
1,9,0.08,2,2,0.742,0.88386604108382,1
1,10,0.08,1,1,0.777,1.09650529106148,1
1,11,0.08,2,2,0.692,1.04412020801101,1
1,12,0.08,2,2,0.692,0.859107375028543,1
1,13,0.08,2,2,0.777,0.796799957985058,1
1,14,0.08,1,1,0.618,0.843387917033397,1
1,15,0.08,1,2,0.796,0.791520999977365,0
1,16,0.08,2,1,0.531,0.985683040926233,0
1,17,0.08,1,2,0.706,1.05185233301017,0
1,18,0.08,1,2,0.531,4.15806191693991,0
1,19,0.08,2,1,0.544,2.99806787504349,0
1,20,0.08,2,1,0.713,1.31390183302574,0
1,21,0.08,1,2,0.575,2.43287799996324,0
1,22,0.08,2,2,0.583,0.841827459051274,1
1,23,0.08,1,2,0.662,0.861000749981031,0
1,24,0.08,1,1,0.649,1.26017200003844,1
1,25,0.08,1,1,0.691,0.896532458020374,1
1,26,0.08,1,1,0.691,0.764213499962352,1
1,27,0.08,1,1,0.692,0.588007334037684,1
1,28,0.08,2,2,0.717,1.1405657910509,1
1,29,0.08,2,1,0.619,0.769794624997303,0
1,30,0.08,1,2,0.633,0.95836725004483,0
1,1,0.08,2,1,0.53,2.60731633403338,0
1,2,0.08,2,1,0.537,1.25526600005105,0
1,3,0.08,1,1,0.537,0.789234167081304,1
1,4,0.08,1,1,0.581,0.751475875033066,1
1,5,0.08,2,1,0.545,1.48292708396912,0
1,6,0.08,1,2,0.557,1.01804170897231,0
1,7,0.08,1,1,0.583,0.922922125086188,1
1,8,0.08,1,1,0.676,1.25551462499425,1
1,9,0.08,2,1,0.521,2.48573950002901,0
1,10,0.08,2,2,0.552,0.975529541028664,1
1,11,0.08,1,2,0.672,0.786962250014767,0
1,12,0.08,1,2,0.566,1.1066443749005,0
1,13,0.08,1,1,0.583,0.908959041931666,1
1,14,0.08,2,1,0.613,0.749456041958183,0
1,15,0.08,2,2,0.631,1.04788062500302,1
1,16,0.08,1,1,0.582,0.940532500040717,1
1,17,0.08,2,2,0.684,0.885252041975036,1
1,18,0.08,2,1,0.637,0.765173207968473,0
1,19,0.08,2,2,0.559,1.9973784169415,1
1,20,0.08,2,1,0.571,1.20116087503266,0
1,21,0.08,1,1,0.626,1.07869483402465,1
1,22,0.08,1,2,0.512,1.95059237501118,0
1,23,0.08,1,1,0.62,0.874228999949992,1
1,24,0.08,2,1,0.657,1.56909391703084,0
1,25,0.08,2,2,0.615,0.915207708021626,1
1,26,0.08,1,1,0.597,1.09109983302187,1
1,27,0.08,2,2,0.685,0.865756332990713,1
1,28,0.08,1,1,0.537,1.08245766698383,1
1,29,0.08,2,2,0.715,0.977537875063717,1
1,30,0.08,1,1,0.703,0.70758766704239,1
1,1,0.08,2,2,0.767,1.12514108303003,1
1,2,0.08,2,2,0.744,0.691105125006288,1
1,3,0.08,1,1,0.617,1.32323337497655,1
1,4,0.08,2,2,0.713,0.673896915977821,1
1,5,0.08,1,1,0.665,0.832645209040493,1
1,6,0.08,2,2,0.923,0.578284332994372,1
1,7,0.08,2,1,0.745,1.90544720797334,0
1,8,0.08,1,1,0.627,1.49856591701973,1
1,9,0.08,2,1,0.52,1.97795866592787,0
1,10,0.08,2,2,0.704,1.12748708401341,1
1,11,0.08,1,1,0.683,0.965745999943465,1
1,12,0.08,2,2,0.65,0.879537708009593,1
1,13,0.08,1,2,0.766,1.06850249995477,0
1,14,0.08,2,2,0.574,0.763296750024892,1
1,15,0.08,1,1,0.613,0.905644458951429,1
1,16,0.08,1,1,0.758,0.851114374934696,1
1,17,0.08,2,2,0.654,0.964538750005886,1
1,18,0.08,2,2,0.721,0.813256000052206,1
1,19,0.08,2,2,0.673,0.768909334088676,1
1,20,0.08,2,2,0.748,0.835560917039402,1
1,21,0.08,2,2,0.748,0.791950958082452,1
1,22,0.08,1,2,0.76,0.866096624988131,0
1,23,0.08,2,2,0.675,0.778813125099987,1
1,24,0.08,1,2,0.689,1.15567679097876,0
1,25,0.08,2,2,0.689,0.6916084169643,1
1,26,0.08,2,2,0.689,0.730511749978177,1
1,27,0.08,1,1,0.512,2.11069895804394,1
1,28,0.08,1,1,0.636,1.29674095800146,1
1,29,0.08,2,2,0.7,1.04125583299901,1
1,30,0.08,1,1,0.646,0.721569916931912,1
1,1,0.08,1,1,0.5,4.41453616705257,1
1,2,0.08,2,2,0.617,1.11246554099489,1
1,3,0.08,1,1,0.611,0.949435125105083,1
1,4,0.08,2,2,0.75,0.888117250055075,1
1,5,0.08,1,1,0.817,0.816114666988142,1
1,6,0.08,2,1,0.817,0.844620792078786,0
1,7,0.08,1,1,0.749,1.16421554097906,1
1,8,0.08,2,2,0.705,0.810353333014064,1
1,9,0.08,1,1,0.579,2.67488345794845,1
1,10,0.08,2,2,0.796,0.785554082947783,1
1,11,0.08,1,1,0.83,0.754434749949723,1
1,12,0.08,2,2,0.578,1.14731145801488,1
1,13,0.08,2,1,0.707,1.3459684579866,0
1,14,0.08,1,1,0.513,2.474829667015,1
1,15,0.08,2,2,0.678,0.819448541966267,1
1,16,0.08,2,2,0.714,0.819333916995674,1
1,17,0.08,2,2,0.695,0.909736374975182,1
1,18,0.08,2,2,0.727,0.803327417001128,1
1,19,0.08,2,2,0.734,1.09957766695879,1
1,20,0.08,2,2,0.792,0.87223791598808,1
1,21,0.08,2,2,0.824,0.758690832997672,1
1,22,0.08,1,2,0.779,0.838206000044011,0
1,23,0.08,2,1,0.575,1.18660454207566,0
1,24,0.08,1,2,0.736,0.903313416987658,0
1,25,0.08,1,2,0.736,0.778530833078548,0
1,26,0.08,1,1,0.606,1.55109870806336,1
1,27,0.08,1,2,0.62,1.06135804194491,0
1,28,0.08,1,1,0.675,0.749541458906606,1
1,29,0.08,1,1,0.771,0.720405624946579,1
1,30,0.08,2,2,0.622,0.963942415895872,1
1,1,0.045,1,1,0.67,1.06582183297724,1
1,2,0.045,2,2,0.7,0.910885917022824,1
1,3,0.045,2,1,0.632,0.990318083087914,0
1,4,0.045,1,2,0.761,0.8522464169655,0
1,5,0.045,2,1,0.744,1.2262067910051,0
1,6,0.045,2,2,0.759,1.01184295897838,1
1,7,0.045,2,1,0.712,0.949994082911871,0
1,8,0.045,2,1,0.567,2.91682154103182,0
1,9,0.045,1,1,0.721,1.03195700002834,1
1,10,0.045,1,2,0.662,1.23142862506211,0
1,11,0.045,1,2,0.654,1.10522958298679,0
1,12,0.045,2,1,0.65,1.65259033290204,0
1,13,0.045,2,2,0.606,1.19058491697069,1
1,14,0.045,1,1,0.534,0.866150249959901,1
1,15,0.045,2,1,0.548,1.98135916702449,0
1,16,0.045,2,2,0.682,1.38507829094306,1
1,17,0.045,2,1,0.726,0.904628833988681,0
1,18,0.045,2,1,0.648,1.25648612494115,0
1,19,0.045,2,2,0.542,0.890986582962796,1
1,20,0.045,2,2,0.644,0.921999291982502,1
1,21,0.045,1,1,0.575,0.836276874993928,1
1,22,0.045,2,2,0.701,1.34490708308294,1
1,23,0.045,2,2,0.705,0.885981624945998,1
1,24,0.045,1,2,0.719,0.732799999997951,0
1,25,0.045,2,2,0.706,1.18636699998751,1
1,26,0.045,1,1,0.778,1.64334283396602,1
1,27,0.045,2,2,0.82,1.38186750002205,1
1,28,0.045,1,1,0.742,1.08765875000972,1
1,29,0.045,1,1,0.734,1.09241066593677,1
1,30,0.045,2,1,0.735,0.945630250032991,0
1,1,0.045,1,1,0.505,2.47032520791981,1
1,2,0.045,1,1,0.6,1.1635891670594,1
1,3,0.045,1,1,0.701,0.746676375041716,1
1,4,0.045,1,2,0.757,0.834773541078903,0
1,5,0.045,2,2,0.56,1.58715333300643,1
1,6,0.045,1,2,0.672,0.977202750043944,0
1,7,0.045,2,2,0.666,0.611593708978035,1
1,8,0.045,1,2,0.805,0.772736125043593,0
1,9,0.045,1,1,0.715,1.30844195804093,1
1,10,0.045,1,2,0.699,1.93614933395293,0
1,11,0.045,2,2,0.727,0.911078374949284,1
1,12,0.045,1,2,0.517,2.59877275000326,0
1,13,0.045,1,1,0.758,1.07034616696183,1
1,14,0.045,2,1,0.527,1.40816741599701,0
1,15,0.045,1,2,0.64,1.70122008398175,0
1,16,0.045,2,2,0.64,2.54436737496872,1
1,17,0.045,1,2,0.681,2.24086904199794,0
1,18,0.045,1,2,0.677,0.955012083053589,0
1,19,0.045,2,1,0.652,0.8611334169982,0
1,20,0.045,2,2,0.623,0.916189791983925,1
1,21,0.045,1,2,0.681,0.910698791965842,0
1,22,0.045,2,2,0.68,0.787597291986458,1
1,23,0.045,2,2,0.704,1.08441262505949,1
1,24,0.045,1,2,0.738,1.13068512501195,0
1,25,0.045,1,1,0.662,1.26832787506282,1
1,26,0.045,2,1,0.713,0.817214916925877,0
1,27,0.045,2,1,0.716,1.01923295797314,0
1,28,0.045,1,1,0.589,1.09300229209475,1
1,29,0.045,1,1,0.507,2.94904058298562,1
1,30,0.045,2,2,0.676,0.77631995792035,1
1,1,0.045,1,2,0.509,2.02200908295345,0
1,2,0.045,1,1,0.539,0.857373041915707,1
1,3,0.045,1,1,0.541,3.26755966700148,1
1,4,0.045,2,2,0.53,0.823967000003904,1
1,5,0.045,2,1,0.501,1.84162537497468,0
1,6,0.045,1,2,0.524,1.37018766603433,0
1,7,0.045,1,2,0.524,3.13703270803671,0
1,8,0.045,2,1,0.649,1.50278745801188,0
1,9,0.045,2,1,0.649,1.45830608299002,0
1,10,0.045,2,1,0.649,2.18898624996655,0
1,11,0.045,1,1,0.528,2.30045520793647,1
1,12,0.045,2,1,0.538,1.74538537499029,0
1,13,0.045,1,1,0.648,1.21875754196662,1
1,14,0.045,2,1,0.632,3.11300254194066,0
1,15,0.045,2,2,0.519,2.46708608302288,1
1,16,0.045,1,2,0.538,1.17563879105728,0
1,17,0.045,1,1,0.57,1.29856054205447,1
1,18,0.045,2,1,0.578,2.07055387506261,0
1,19,0.045,2,2,0.662,0.939297624980099,1
1,20,0.045,1,1,0.585,0.891944625065662,1
1,21,0.045,2,1,0.628,1.47894816601183,0
1,22,0.045,1,2,0.679,1.02619962499011,0
1,23,0.045,1,2,0.646,1.07592379197013,0
1,24,0.045,1,2,0.654,1.097367499955,0
1,25,0.045,1,2,0.654,0.79542745789513,0
1,26,0.045,1,2,0.654,0.768679833039641,0
1,27,0.045,2,1,0.744,1.03110683301929,0
1,28,0.045,2,2,0.6,2.00999862491153,1
1,29,0.045,1,1,0.672,0.872456124983728,1
1,30,0.045,2,2,0.622,0.965009209001437,1
1,1,0.045,2,2,0.728,1.0118414160097,1
1,2,0.045,1,1,0.684,1.67545429198071,1
1,3,0.045,1,1,0.679,0.73556154104881,1
1,4,0.045,1,1,0.668,1.36318466602825,1
1,5,0.045,1,1,0.709,0.706265458022244,1
1,6,0.045,2,1,0.767,0.668693332932889,0
1,7,0.045,1,1,0.555,0.545032249996439,1
1,8,0.045,1,1,0.594,0.578917125007138,1
1,9,0.045,1,1,0.6,0.513781249988824,1
1,10,0.045,1,2,0.753,0.739899583044462,0
1,11,0.045,1,1,0.725,0.68337954103481,1
1,12,0.045,2,1,0.654,0.961842749966308,0
1,13,0.045,1,2,0.624,0.963451249990612,0
1,14,0.045,2,2,0.501,3.00500662508421,1
1,15,0.045,1,1,0.704,0.878979332977906,1
1,16,0.045,1,2,0.729,0.765240250038914,0
1,17,0.045,1,2,0.589,1.10566295799799,0
1,18,0.045,1,2,0.677,1.03565949993208,0
1,19,0.045,2,1,0.516,2.63647420902271,0
1,20,0.045,2,2,0.528,0.879052708041854,1
1,21,0.045,2,2,0.7,0.913437750074081,1
1,22,0.045,1,1,0.619,1.35561404202599,1
1,23,0.045,1,2,0.667,0.767241582972929,0
1,24,0.045,1,1,0.607,0.78657591692172,1
1,25,0.045,1,1,0.595,1.4602910419926,1
1,26,0.045,1,2,0.655,1.17824279190972,0
1,27,0.045,1,1,0.642,1.16266320797149,1
1,28,0.045,1,2,0.661,1.93985099997371,0
1,29,0.045,1,2,0.675,0.85725054203067,0
1,30,0.045,1,2,0.727,1.68095241696574,0
1,1,0.08,2,1,0.532,3.07751545798965,0
1,2,0.08,1,2,0.579,0.81436916696839,0
1,3,0.08,1,2,0.617,1.20469491695985,0
1,4,0.08,2,2,0.521,1.9014571250882,1
1,5,0.08,1,1,0.599,3.68678300001193,1
1,6,0.08,2,2,0.634,1.66999187495094,1
1,7,0.08,1,1,0.655,0.863259417004883,1
1,8,0.08,1,1,0.65,1.22071799996775,1
1,9,0.08,2,2,0.664,0.968758124974556,1
1,10,0.08,2,1,0.564,3.08198308292776,0
1,11,0.08,2,2,0.582,0.933058249996975,1
1,12,0.08,1,2,0.83,1.53378608298954,0
1,13,0.08,1,1,0.652,1.37840266595595,1
1,14,0.08,2,2,0.694,1.14467300008982,1
1,15,0.08,2,2,0.79,0.806240124977194,1
1,16,0.08,1,1,0.654,1.47651154198684,1
1,17,0.08,2,2,0.731,0.908513000002131,1
1,18,0.08,2,2,0.81,0.824368375004269,1
1,19,0.08,2,2,0.801,0.586289792088792,1
1,20,0.08,1,1,0.711,1.23470770800486,1
1,21,0.08,1,2,0.667,0.809530791942962,0
1,22,0.08,1,1,0.722,0.666825292049907,1
1,23,0.08,1,2,0.735,0.876772833056748,0
1,24,0.08,1,1,0.65,0.616242916905321,1
1,25,0.08,1,1,0.724,0.620014125015587,1
1,26,0.08,2,2,0.719,0.889634249964729,1
1,27,0.08,1,1,0.675,1.43219295900781,1
1,28,0.08,2,2,0.846,0.857995957951061,1
1,29,0.08,2,2,0.853,0.968342124950141,1
1,30,0.08,2,2,0.853,0.674429083010182,1
1,1,0.08,1,1,0.624,1.21522783290129,1
1,2,0.08,1,1,0.87,0.635075959027745,1
1,3,0.08,2,2,0.682,0.827876208000816,1
1,4,0.08,2,1,0.764,0.923081082990393,0
1,5,0.08,1,1,0.635,0.828499750001356,1
1,6,0.08,1,1,0.796,0.778910459019244,1
1,7,0.08,2,2,0.767,0.895800375030376,1
1,8,0.08,1,1,0.631,0.680668458924629,1
1,9,0.08,1,1,0.784,0.688770750071853,1
1,10,0.08,1,1,0.74,0.635570666054264,1
1,11,0.08,1,1,0.74,0.565332249971107,1
1,12,0.08,1,1,0.74,0.55497487494722,1
1,13,0.08,1,1,0.847,0.699234417057596,1
1,14,0.08,2,2,0.794,0.960656291921623,1
1,15,0.08,2,2,0.791,0.70719562494196,1
1,16,0.08,2,2,0.824,0.737841249909252,1
1,17,0.08,1,1,0.759,0.732378667104058,1
1,18,0.08,1,2,0.747,0.819799457909539,0
1,19,0.08,1,2,0.679,0.899192874901928,0
1,20,0.08,1,1,0.532,2.15483058406971,1
1,21,0.08,1,1,0.825,0.906123457942158,1
1,22,0.08,1,1,0.824,0.555869709001854,1
1,23,0.08,1,1,0.811,0.614545333897695,1
1,24,0.08,1,1,0.806,0.56510916701518,1
1,25,0.08,1,1,0.807,0.873139082919806,1
